ENTRY	GENES	NAME
EC 2.7.1.69	[u'yadI', u'nagE', u'mngA', u'ptsG', u'malX', u'chbA', u'chbB', u'manX', u'gatB', u'gatA', u'fruA', u'fruB', u'fryA', u'fryB', u'crr', u'murP', u'srlE', u'srlB', u'ascF', u'cmtA', u'cmtB', u'agaV', u'agaB', u'ptsN', u'mtlA', u'bglF', u'frvB', u'frvA', u'frwA', u'frwB', u'frwD', u'ulaB', u'ulaC', u'treB', u'sgcA', u'sgcB']	[u'PtfLB', u'PtfA', u'PtkB', u'PtkA', u'UlaB', u'UlaC', u'PthA', u'PthB', u'YadI', u'PtfB3', u'PtfX2', u'PtfB2', u'PttBC', u'PtiBC', u'SgcB', u'SgcA', u'Ptw3C', u'PtgA', u'PtnAB', u'PtpB1', u'PtpB2', u'Ptm3C', u'PtqB', u'PtqA', u'PtfB1', u'PtfX1', u'PtsN', u'PtgCB', u'PtfAH', u'PtfBC', u'PtyBC', u'Ptv3B', u'PtmCB', u'PtmA', u'PtoCB']
EC 2.7.1.71	[u'aroL', u'aroK']	[u'AroK', u'AroL']
EC 2.7.1.73	[u'gsk']	[u'IngK']
EC 2.7.1.83	[u'psuK']	[u'PsuK']
EC 2.7.1.89	[u'thiK']	[u'ThiK']
EC 2.7.11.1	[u'hipA']	[u'HipA']
EC 2.7.11.5	[u'aceK']	[u'AceK']
EC 2.7.2.1	[u'ackA']	[u'AckA']
EC 2.7.2.11	[u'proB']	[u'ProB']
EC 2.7.2.15	[u'tdcD']	[u'TdcD']
EC 2.7.2.2	[u'yahI', u'ybcF', u'yqeA']	[u'ArcM', u'ArcC', u'ArcL']
EC 2.7.2.3	[u'pgk']	[u'Pgk']
EC 2.7.2.4	[u'thrA', u'metL', u'lysC']	[u'Ak1H', u'Ak2H', u'Ak3']
EC 2.7.3.9	[u'fryA', u'ptsI', u'ptsP', u'frwA']	[u'PtfX2', u'PtnC', u'PtfX1', u'Pt1']
EC 2.7.4.1	[u'ppk']	[u'Ppk']
EC 2.7.4.14	[u'cmk']	[u'Kcy']
EC 2.7.4.16	[u'thiL']	[u'ThiL']
EC 2.7.4.22	[u'pyrH']	[u'PyrH']
EC 2.7.4.23	[u'phnN']	[u'PhnN']
EC 2.7.4.3	[u'adk']	[u'Kad']
EC 2.7.4.6	[u'ndk']	[u'Ndk']
EC 2.7.4.7	[u'thiD']	[u'ThiD']
EC 2.7.4.8	[u'gmk']	[u'KguA']
EC 2.7.4.9	[u'tmk']	[u'KthY']
EC 2.7.6.1	[u'prs']	[u'KprS']
EC 2.7.6.3	[u'folK']	[u'HppK']
EC 2.7.6.5	[u'relA']	[u'RelA']
EC 2.7.7.12	[u'galT']	[u'Gal7']
EC 2.7.7.13	[u'cpsB']	[u'ManC']
EC 2.7.7.18	[u'nadD']	[u'NadD']
EC 2.7.7.19	[u'pcnB']	[u'PcnB']
EC 2.7.7.2	[u'ribF']	[u'RibF']
EC 2.7.7.23	[u'glmU']	[u'GlmU']
EC 2.7.7.24	[u'rfbA', u'rffH']	[u'RmlA1', u'RmlA2']
EC 2.7.7.27	[u'glgC']	[u'GlgC']
EC 2.7.7.3	[u'coaD']	[u'CoaD']
EC 2.7.7.38	[u'kdsB']	[u'KdsB']
EC 2.7.7.4	[u'cysN', u'cysD']	[u'CysN', u'CysD']
EC 2.7.7.41	[u'cdsA', u'ynbB']	[u'CdsA', u'YnbB']
EC 2.7.7.42	[u'glnE']	[u'GlnE']
EC 2.7.7.58	[u'entE']	[u'EntE']
EC 2.7.7.59	[u'glnD']	[u'GlnD']
EC 2.7.7.6	[u'rpoA', u'rpoZ', u'rpoB', u'rpoC']	[u'RpoC', u'RpoB', u'RpoA', u'RpoZ']
EC 2.7.7.60	[u'ispD']	[u'IspD']
EC 2.7.7.61	[u'citX']	[u'CitX']
EC 2.7.7.63	[u'lplA']	[u'LplA']
EC 2.7.7.65	[u'dosC', u'yeaP']	[u'DosC', u'YeaP']
EC 2.7.7.7	[u'polB', u'dnaE', u'dnaQ', u'dinB', u'dnaX', u'holA', u'holB', u'holE', u'dnaN', u'polA', u'holC', u'holD']	[u'HolA', u'HolE', u'HolD', u'HolC', u'HolB', u'Dpo3E', u'Dpo3X', u'Dpo3A', u'Dpo3B', u'Dpo2', u'Dpo1', u'Dpo4']
EC 2.7.7.70	[u'hldE']	[u'HldE']
EC 2.7.7.72	[u'cca']	[u'Cca']
EC 2.7.7.73	[u'thiF']	[u'ThiF']
EC 2.7.7.76	[u'mocA']	[u'MocA']
EC 2.7.7.77	[u'mobA']	[u'MobA']
EC 2.7.7.8	[u'pnp']	[u'Pnp']
EC 2.7.7.87	[u'tsaC']	[u'TsaC']
EC 2.7.7.9	[u'galU', u'wcaN']	[u'GalU', u'GalF']
EC 2.7.8.13	[u'mraY']	[u'MraY']
EC 2.7.8.20	[u'opgB']	[u'OpgB']
EC 2.7.8.26	[u'cobS']	[u'CobS']
EC 2.7.8.33	[u'wecA']	[u'WecA']
EC 2.7.8.37	[u'phnL', u'phnI', u'phnH', u'phnG']	[u'PhnG', u'PhnH', u'PhnI', u'PhnL']
EC 2.7.8.5	[u'pgsA']	[u'PgsA']
EC 2.7.8.7	[u'acpS']	[u'AcpS']
EC 2.7.8.8	[u'pssA']	[u'Pss']
EC 2.7.9.2	[u'ppsA']	[u'PpsA']
EC 2.7.9.3	[u'selD']	[u'SelD']
EC 2.8.1.1	[u'ynjE', u'sseA', u'glpE']	[u'ThtM', u'YnjE', u'GlpE']
EC 2.8.1.10	[u'thiG']	[u'ThiG']
EC 2.8.1.12	[u'moaE']	[u'MoaE']
EC 2.8.1.2	[u'ynjE', u'sseA']	[u'ThtM', u'YnjE']
EC 2.8.1.6	[u'bioB']	[u'BioH']
EC 2.8.1.7	[u'sufS', u'iscS']	[u'IscS', u'SufS']
EC 2.8.1.8	[u'lipA']	[u'LipA']
EC 2.8.3.10	[u'citF']	[u'CilA']
EC 2.8.3.16	[u'frc']	[u'FctA']
EC 2.8.3.21	[u'caiB']	[u'CaiB']
EC 2.8.3.8	[u'atoD', u'atoA']	[u'AtoA', u'AtoD']
EC 2.8.3.9	[u'atoD', u'atoA']	[u'AtoA', u'AtoD']
EC 2.9.1.1	[u'selA']	[u'SelA']
EC 3.1.1.11	[u'ybhC']	[u'YbhC']
EC 3.1.1.29	[u'pth']	[u'Pth']
EC 3.1.1.31	[u'pgl']	[u'6pgL']
EC 3.1.1.32	[u'pldA']	[u'Pa1']
EC 3.1.1.4	[u'pldA']	[u'Pa1']
EC 3.1.1.45	[u'ysgA']	[u'DlhH']
EC 3.1.1.85	[u'bioH']	[u'BioH']
EC 3.1.11.1	[u'sbcB']	[u'Ex1']
EC 3.1.11.2	[u'xthA']	[u'Ex3']
EC 3.1.11.6	[u'xseB', u'xseA']	[u'Ex7S', u'Ex7L']
EC 3.1.13.1	[u'rnb']	[u'Rnb']
EC 3.1.13.5	[u'rnd']	[u'Rnd']
EC 3.1.2.12	[u'frmB', u'yeiG']	[u'SfgH2', u'SfgH1']
EC 3.1.2.6	[u'gloB']	[u'Glo2']
EC 3.1.21.1	[u'endA']	[u'End1']
EC 3.1.21.2	[u'nfo']	[u'End4']
EC 3.1.21.3	[u'hsdS', u'hsdR']	[u'T1rK', u'T1sK']
EC 3.1.21.7	[u'nfi']	[u'Nfi']
EC 3.1.22.4	[u'rusA', u'ruvC']	[u'RusA', u'RuvC']
EC 3.1.26.11	[u'rbn']	[u'Rbn']
EC 3.1.26.12	[u'rne']	[u'Rne']
EC 3.1.26.3	[u'rnc']	[u'Rnc']
EC 3.1.26.4	[u'rnhB', u'rnhA']	[u'Rnh2', u'Rnh']
EC 3.1.26.5	[u'rnpA']	[u'RnpA']
EC 3.1.27.6	[u'rna']	[u'Rni']
EC 3.1.3.1	[u'phoA']	[u'Ppb']
EC 3.1.3.10	[u'agp']	[u'Agp']
EC 3.1.3.11	[u'glpX', u'fbp']	[u'F16PA', u'GlpX']
EC 3.1.3.12	[u'otsB']	[u'OtsB']
EC 3.1.3.15	[u'hisB']	[u'His7']
EC 3.1.3.16	[u'pphA', u'pphB']	[u'Prp1', u'Prp2']
EC 3.1.3.18	[u'gph']	[u'Gph']
EC 3.1.3.2	[u'appA', u'aphA']	[u'AphA', u'Ppa']
EC 3.1.3.23	[u'ybiV']	[u'SupH']
EC 3.1.3.25	[u'suhB']	[u'SuhB']
EC 3.1.3.26	[u'appA']	[u'Ppa']
EC 3.1.3.27	[u'pgpA', u'pgpB']	[u'PgpB', u'PgpA']
EC 3.1.3.3	[u'serB']	[u'SerB']
EC 3.1.3.45	[u'kdsC']	[u'KdsC']
EC 3.1.3.48	[u'etp', u'wzb']	[u'Wzb', u'Etp']
EC 3.1.3.5	[u'ushA', u'yfbR', u'umpG', u'yjjG']	[u'YjjG', u'5dnU', u'UshA']
EC 3.1.3.7	[u'cysQ']	[u'CysQ']
EC 3.1.3.70	[u'yedP']	[u'MpgP']
EC 3.1.3.73	[u'cobC']	[u'CobC']
EC 3.1.3.82	[u'gmhB']	[u'GmhBB']
EC 3.1.3.83	[u'gmhB']	[u'GmhBB']
EC 3.1.4.14	[u'acpH']	[u'AcpH']
EC 3.1.4.16	[u'cpdB']	[u'CpdB']
EC 3.1.4.46	[u'glpQ', u'ugpQ']	[u'UgpQ', u'GlpQ']
EC 3.1.4.52	[u'yahA', u'gmr', u'dosP']	[u'YahA', u'Gmr', u'DosP']
EC 3.1.4.55	[u'phnP']	[u'PhnP']
EC 3.1.5.1	[u'dgt']	[u'DgtP']
EC 3.1.6.1	[u'aslA']	[u'AslA']
EC 3.1.7.2	[u'spoT']	[u'SpoT']
EC 3.11.1.2	[u'yjdM']	[u'PhnA']
EC 3.2.1.1	[u'amyA', u'malS']	[u'Amy1', u'Amy2']
EC 3.2.1.14	[u'chiA']	[u'ChiA']
EC 3.2.1.17	[u'rrrD', u'rrrQ', u'chiA']	[u'ChiA', u'LysD']
EC 3.2.1.170	[u'mngB']	[u'MngB']
EC 3.2.1.177	[u'yicI']	[u'XylS']
EC 3.2.1.20	[u'malZ', u'yihQ']	[u'YihQ', u'MalZ']
EC 3.2.1.21	[u'bglX']	[u'BglX']
EC 3.2.1.22	[u'melA']	[u'AgaL']
EC 3.2.1.23	[u'lacZ', u'ebgA']	[u'Bga2', u'BgaL']
EC 3.2.1.28	[u'treA', u'treF']	[u'TreA', u'TreF']
EC 3.2.1.31	[u'uidA']	[u'BglR']
EC 3.2.1.37	[u'yagH']	[u'YagH']
EC 3.2.1.4	[u'bcsZ']	[u'Gun']
EC 3.2.1.52	[u'nagZ']	[u'NagZ']
EC 3.2.1.86	[u'chbF', u'ascB', u'bglA', u'bglB']	[u'ChbF', u'AscB', u'BglA', u'BglB']
EC 3.2.1.93	[u'treC']	[u'TreC']
EC 3.2.2.20	[u'tag']	[u'3mg1']
EC 3.2.2.21	[u'alkA']	[u'3mg2']
EC 3.2.2.23	[u'mutM']	[u'Fpg']
EC 3.2.2.4	[u'amn']	[u'Amn']
EC 3.2.2.8	[u'rihB']	[u'RihB']
EC 3.2.2.9	[u'mtn']	[u'MtnN']
EC 3.3.2.1	[u'entB']	[u'EntB']
EC 3.3.2.12	[u'paaZ']	[u'PaaZ']
EC 3.4.11.18	[u'map']	[u'Map1']
EC 3.4.11.2	[u'pepN']	[u'AmpN']
EC 3.4.11.23	[u'pepB']	[u'PepB']
EC 3.4.11.4	[u'pepT']	[u'PepT']
EC 3.4.11.9	[u'pepP']	[u'AmpP']
EC 3.4.13.21	[u'pepE']	[u'PepE']
EC 3.4.13.22	[u'ddpX']	[u'DdpX']
EC 3.4.13.9	[u'pepQ']	[u'PepQ']
EC 3.4.15.5	[u'dcp']	[u'Dcp']
EC 3.4.17.13	[u'ldcA']	[u'LdcA']
EC 3.4.19.5	[u'iaaA']	[u'IaaA']
EC 3.4.21.102	[u'prc']	[u'Prc']
EC 3.4.21.107	[u'degP']	[u'DegP']
EC 3.4.21.53	[u'lon']	[u'Lon']
EC 3.4.21.83	[u'ptrB']	[u'PtrB']
EC 3.4.21.88	[u'lexA']	[u'LexA']
EC 3.4.21.89	[u'lepB']	[u'Lep']
EC 3.4.21.92	[u'clpP']	[u'ClpP']
EC 3.4.23.36	[u'lspA']	[u'LspA']
EC 3.4.23.43	[u'pppA', u'gspO']	[u'PppA', u'Lep4']
EC 3.4.23.49	[u'ompT']	[u'OmpT']
EC 3.4.23.51	[u'hycI']	[u'HycI']
EC 3.4.24.55	[u'ptrA']	[u'PtrA']
EC 3.4.24.57	[u'tsaD']	[u'TsaD']
EC 3.4.24.70	[u'prlC']	[u'OpdA']
EC 3.4.25.2	[u'hslV']	[u'HslV']
EC 3.5.1.1	[u'ansA', u'ansB']	[u'AspG1', u'AspG2']
EC 3.5.1.10	[u'purU']	[u'PurU']
EC 3.5.1.108	[u'lpxC']	[u'LpxC']
EC 3.5.1.110	[u'rutB']	[u'RutB']
EC 3.5.1.16	[u'argE']	[u'ArgE']
EC 3.5.1.18	[u'dapE']	[u'DapE']
EC 3.5.1.19	[u'pncA']	[u'PncA']
EC 3.5.1.2	[u'glsA', u'glsB']	[u'GlsA', u'GlsB']
EC 3.5.1.25	[u'nagA']	[u'NagA']
EC 3.5.1.28	[u'amiD', u'amiA', u'amiC', u'amiB']	[u'AmiD', u'AmiA', u'AmiC', u'AmiB']
EC 3.5.1.78	[u'gss']	[u'Gsp']
EC 3.5.1.88	[u'def']	[u'Def']
EC 3.5.1.94	[u'puuD']	[u'PuuD']
EC 3.5.1.96	[u'astE']	[u'AstE']
EC 3.5.2.2	[u'hyuA']	[u'PhyDA']
EC 3.5.2.3	[u'pyrC']	[u'PyrC']
EC 3.5.2.5	[u'allB']	[u'AllB']
EC 3.5.2.6	[u'ampC']	[u'AmpC']
EC 3.5.3.11	[u'speB']	[u'SpeB']
EC 3.5.3.23	[u'astB']	[u'AstB']
EC 3.5.3.26	[u'allE']	YlbA
EC 3.5.3.9	[u'allC']	[u'AllC']
EC 3.5.4.1	[u'codA']	[u'CodA']
EC 3.5.4.10	[u'purH']	[u'Pur9']
EC 3.5.4.13	[u'dcd']	[u'Dcd']
EC 3.5.4.16	[u'folE']	[u'Gch1']
EC 3.5.4.19	[u'hisI']	[u'His2']
EC 3.5.4.2	[u'ade']	[u'AdeC']
EC 3.5.4.25	[u'ribA']	[u'RibA']
EC 3.5.4.26	[u'ribD']	[u'RibD']
EC 3.5.4.3	[u'guaD']	[u'GuaD']
EC 3.5.4.33	[u'tadA']	[u'TadA']
EC 3.5.4.4	[u'add']	[u'Add']
EC 3.5.4.5	[u'cdd']	[u'Cdd']
EC 3.5.4.9	[u'folD']	[u'FolD']
EC 3.5.99.6	[u'nagB']	[u'NagB']
EC 3.6.1.1	[u'ppa']	[u'IpyR']
EC 3.6.1.11	[u'ppx', u'gpp']	[u'GppA', u'Ppx']
EC 3.6.1.13	[u'nudF']	[u'AdpP']
EC 3.6.1.22	[u'nudC']	[u'NudC']
EC 3.6.1.23	[u'dut']	[u'Dut']
EC 3.6.1.26	[u'cdh']	[u'Cdh']
EC 3.6.1.27	[u'ybjG', u'bacA']	[u'YbjG', u'UppP']
EC 3.6.1.31	[u'hisI']	[u'His2']
EC 3.6.1.40	[u'ppx', u'gpp']	[u'GppA', u'Ppx']
EC 3.6.1.41	[u'apaH']	[u'ApaH']
EC 3.6.1.45	[u'ushA']	[u'UshA']
EC 3.6.1.54	[u'lpxH']	[u'LpxH']
EC 3.6.1.55	[u'mutT']	[u'MutT']
EC 3.6.1.7	[u'yccX']	[u'AcyP']
EC 3.6.1.8	[u'mazG']	[u'MazG']
EC 3.6.3.12	[u'kdpC', u'kdpB', u'kdpA']	[u'AtkB', u'AtkC', u'AtkA']
EC 3.6.3.14	[u'fliI', u'atpD', u'atpA']	[u'AtpA', u'AtpB', u'FliI']
EC 3.6.3.17	[u'araG', u'mglA', u'yphE', u'xylG', u'rbsA', u'alsA', u'ytfR']	[u'YphE', u'YtfR', u'XylG', u'RbsA', u'MglA', u'AlsA', u'AraG']
EC 3.6.3.2	[u'mgtA']	[u'AtmA']
EC 3.6.3.20	[u'ugpC']	[u'UgpC']
EC 3.6.3.21	[u'hisP']	[u'HisP']
EC 3.6.3.25	[u'cysA']	[u'CysA']
EC 3.6.3.27	[u'pstB']	[u'PstB']
EC 3.6.3.28	[u'phnC']	[u'PhnC']
EC 3.6.3.29	[u'modC']	[u'ModC']
EC 3.6.3.3	[u'zntA']	[u'AtzN']
EC 3.6.3.31	[u'potA']	[u'PotA']
EC 3.6.3.32	[u'proV']	[u'ProV']
EC 3.6.3.33	[u'btuD']	[u'BtuD']
EC 3.6.3.34	[u'fhuC', u'fepC', u'fecE']	[u'FecE', u'FepC', u'FhuC']
EC 3.6.3.36	[u'tauB']	[u'TauB']
EC 3.6.3.41	[u'ccmA']	[u'CcmA']
EC 3.6.3.5	[u'zntA']	[u'AtzN']
EC 3.6.3.54	[u'copA']	[u'CopA']
EC 3.6.4.12	[u'dinG', u'helD', u'ruvB', u'ruvA', u'recG', u'rep', u'uvrD', u'recQ', u'dnaB']	[u'RecG', u'RecQ', u'RuvA', u'Rep', u'DnaB', u'RuvB', u'UvrD', u'HelD', u'DinG']
EC 3.6.4.13	[u'hrpB', u'rhlE', u'dbpA', u'hrpA', u'deaD', u'rhlB']	[u'DeaD', u'HrpB', u'HrpA', u'RhlE', u'RhlB', u'DbpA']
EC 4.1.1.11	[u'panD']	[u'PanD']
EC 4.1.1.17	[u'speF', u'speC']	[u'DcoS', u'DcoR']
EC 4.1.1.18	[u'ldcC', u'cadA']	[u'DclZ', u'LdcI']
EC 4.1.1.19	[u'speA', u'adiA']	[u'SpeA', u'AdiA']
EC 4.1.1.20	[u'lysA']	[u'DcdA']
EC 4.1.1.23	[u'pyrF']	[u'PyrF']
EC 4.1.1.31	[u'ppc']	[u'CapP']
EC 4.1.1.36	[u'dfp']	[u'CoaBC']
EC 4.1.1.37	[u'hemE']	[u'DcuP']
EC 4.1.1.41	[u'scpB']	[u'ScpB']
EC 4.1.1.47	[u'gcl']	[u'Gcl']
EC 4.1.1.48	[u'trpC']	[u'TrpC']
EC 4.1.1.49	[u'pck']	[u'PckA']
EC 4.1.1.50	[u'speD']	[u'SpeD']
EC 4.1.1.65	[u'psd']	[u'Psd']
EC 4.1.1.8	[u'oxc']	[u'Oxc']
EC 4.1.2.13	[u'fbaB', u'fbaA']	[u'Alf', u'Alf1']
EC 4.1.2.14	[u'eda']	[u'AlkH']
EC 4.1.2.17	[u'fucA']	[u'FucA']
EC 4.1.2.19	[u'rhaD']	[u'RhaD']
EC 4.1.2.20	[u'garL']	[u'GarL']
EC 4.1.2.21	[u'dgoA']	[u'DgoA']
EC 4.1.2.25	[u'folB']	[u'FolB']
EC 4.1.2.40	[u'gatY', u'kbaY']	[u'KbaY', u'GatY']
EC 4.1.2.5	[u'ltaE']	[u'LtaE']
EC 4.1.2.50	[u'queD']	[u'QueD']
EC 4.1.2.53	[u'rhmA']	[u'RhmA']
EC 4.1.3.1	[u'aceA']	[u'AceA']
EC 4.1.3.27	[u'trpD', u'trpE']	[u'TrpGD', u'TrpE']
EC 4.1.3.3	[u'nanA']	[u'NanA']
EC 4.1.3.30	[u'prpB']	[u'Prp2']
EC 4.1.3.34	[u'citE']	[u'CitE']
EC 4.1.3.36	[u'menB']	[u'MenB']
EC 4.1.3.38	[u'pabC']	[u'PabC']
EC 4.1.3.39	[u'mhpE']	[u'AcdH']
EC 4.1.3.40	[u'ubiC']	[u'UbiC']
EC 4.1.3.42	[u'eda']	[u'AlkH']
EC 4.1.99.1	[u'tnaA']	[u'TnaA']
EC 4.1.99.12	[u'ribB']	[u'RibB']
EC 4.1.99.17	[u'thiC']	[u'ThiC']
EC 4.1.99.18	[u'moaA', u'moaC']	[u'MoaC', u'MoaA']
EC 4.1.99.19	[u'thiH']	[u'ThiH']
EC 4.1.99.3	[u'phr']	[u'Phr']
EC 4.2.1.1	[u'can', u'cynT']	[u'Can', u'CynT']
EC 4.2.1.10	[u'aroD']	[u'AroD']
EC 4.2.1.104	[u'cynS']	[u'CynS']
EC 4.2.1.11	[u'eno']	[u'Eno']
EC 4.2.1.113	[u'menC']	[u'MenC']
EC 4.2.1.12	[u'edd']	[u'Edd']
EC 4.2.1.126	[u'murQ']	[u'MurQ']
EC 4.2.1.130	[u'hchA']	[u'HchA']
EC 4.2.1.136	[u'nnr']	[u'Nnr']
EC 4.2.1.149	[u'caiD']	[u'CaiD']
EC 4.2.1.17	[u'paaF', u'fadJ', u'fadB']	[u'FadB', u'FadJ', u'PaaF']
EC 4.2.1.19	[u'hisB']	[u'His7']
EC 4.2.1.2	[u'fumC', u'fumA', u'fumB']	[u'FumA', u'FumB', u'FumC']
EC 4.2.1.20	[u'trpA', u'trpB']	[u'TrpA', u'TrpB']
EC 4.2.1.24	[u'hemB']	[u'Hem2']
EC 4.2.1.3	[u'acnB', u'ybhJ', u'acnA']	[u'AcoN2', u'AcoN1', u'YbhJ']
EC 4.2.1.32	[u'ttdA', u'ttdB']	[u'TtdA', u'TtdB']
EC 4.2.1.33	[u'leuD', u'leuC']	[u'LeuD', u'LeuC']
EC 4.2.1.35	[u'leuD', u'leuC']	[u'LeuD', u'LeuC']
EC 4.2.1.40	[u'gudD']	[u'GudD']
EC 4.2.1.46	[u'rfbB', u'rffG']	[u'RmlB1', u'RmlB2']
EC 4.2.1.47	[u'gmd']	[u'Gm4D']
EC 4.2.1.59	[u'fabZ', u'fabA']	[u'FabZ', u'FabA']
EC 4.2.1.6	[u'dgoD']	[u'DgoD']
EC 4.2.1.7	[u'uxaA']	[u'UxaA']
EC 4.2.1.75	[u'hemD']	[u'Hem4']
EC 4.2.1.79	[u'prpD']	[u'PrpD']
EC 4.2.1.8	[u'uxuA']	[u'UxuA']
EC 4.2.1.80	[u'mhpD']	[u'MhpD']
EC 4.2.1.9	[u'ilvD']	[u'IlvD']
EC 4.2.1.90	[u'rhmD']	[u'RhmD']
EC 4.2.1.99	[u'acnB']	[u'AcoN2']
EC 4.2.3.1	[u'thrC']	[u'ThrC']
EC 4.2.3.12	[u'queD']	[u'QueD']
EC 4.2.3.3	[u'mgsA']	[u'MgsA']
EC 4.2.3.4	[u'aroB']	[u'AroB']
EC 4.2.3.5	[u'aroC']	[u'AroC']
EC 4.2.99.18	[u'nei', u'nth', u'mutM']	[u'End8', u'End3', u'Fpg']
EC 4.2.99.20	[u'menH']	[u'MenH']
EC 4.3.1.1	[u'aspA']	[u'AspA']
EC 4.3.1.15	[u'ygeX']	[u'DpaL']
EC 4.3.1.17	[u'sdaA', u'sdaB', u'tdcG']	[u'TdcG', u'SdhL', u'SdhM']
EC 4.3.1.18	[u'dsdA']	[u'SdhD']
EC 4.3.1.19	[u'tdcB', u'ilvA']	[u'IlvA', u'TdcB']
EC 4.3.1.7	[u'eutC', u'eutB']	[u'EutC', u'EutB']
EC 4.3.2.1	[u'argH']	[u'ArlY']
EC 4.3.2.2	[u'purB']	[u'Pur8']
EC 4.3.2.3	[u'allA']	[u'AllA']
EC 4.3.3.7	[u'yagE', u'dapA', u'yjhH']	[u'YjhH', u'YagE', u'DapA']
EC 4.3.99.3	[u'queE']	[u'QueE']
EC 4.4.1.15	[u'dcyD']	[u'DcyD']
EC 4.4.1.16	[u'sufS']	[u'SufS']
EC 4.4.1.21	[u'luxS']	[u'LuxS']
EC 4.4.1.5	[u'gloA']	[u'LguL']
EC 4.4.1.8	[u'malY', u'metC']	[u'MalY', u'MetC']
EC 4.6.1.1	[u'cyaA']	[u'CyaA']
EC 4.6.1.12	[u'ispF']	[u'IspF']
EC 4.7.1.1	[u'phnJ']	[u'PhnJ']
EC 4.99.1.1	[u'hemH']	[u'HemH']
EC 4.99.1.4	[u'cysG']	[u'CysG']
EC 5.1.1.1	[u'dadX', u'alr']	[u'Alr2', u'Alr1']
EC 5.1.1.7	[u'dapF']	[u'DapF']
EC 5.1.2.3	[u'fadJ', u'fadB']	[u'FadB', u'FadJ']
EC 5.1.3.1	[u'rpe']	[u'Rpe']
EC 5.1.3.13	[u'rfbC']	[u'RmlC']
EC 5.1.3.14	[u'wecB']	[u'WecB']
EC 5.1.3.15	[u'yeaD']	[u'YeaD']
EC 5.1.3.20	[u'hldD']	[u'HldD']
EC 5.1.3.22	[u'ulaE']	[u'UlaE']
EC 5.1.3.24	[u'nanM']	[u'NanM']
EC 5.1.3.3	[u'galM']	[u'GalM']
EC 5.1.3.4	[u'araD', u'sgbE', u'ulaF']	[u'UlaF', u'SgbE', u'AraD']
EC 5.1.3.9	[u'nanE']	[u'NanE']
EC 5.1.99.6	[u'nnr']	[u'Nnr']
EC 5.2.1.8	[u'fkpB', u'surA', u'ppiD', u'ppiB', u'fkpA', u'slyD', u'ppiA', u'ppiC', u'fklB']	[u'PpiC', u'PpiB', u'PpiA', u'FkbX', u'PpiD', u'SurA', u'FkbB', u'FkbA', u'SlyD']
EC 5.3.1.1	[u'tpiA']	[u'TpiS']
EC 5.3.1.12	[u'uxaC']	[u'UxaC']
EC 5.3.1.13	[u'kdsD']	[u'KdsD']
EC 5.3.1.14	[u'rhaA']	[u'RhaA']
EC 5.3.1.16	[u'hisA']	[u'His4']
EC 5.3.1.17	[u'kduI']	[u'KduI']
EC 5.3.1.22	[u'hyi']	[u'Hyi']
EC 5.3.1.24	[u'trpC']	[u'TrpC']
EC 5.3.1.25	[u'fucI']	[u'FucI']
EC 5.3.1.28	[u'gmhA']	[u'GmhA']
EC 5.3.1.4	[u'araA']	[u'AraA']
EC 5.3.1.5	[u'xylA']	[u'XylA']
EC 5.3.1.8	[u'manA']	[u'ManA']
EC 5.3.1.9	[u'pgi']	[u'G6pI']
EC 5.3.2.6	[u'pptA']	[u'PptA']
EC 5.3.3.18	[u'paaG']	[u'PaaG']
EC 5.3.3.2	[u'idi']	[u'Idi']
EC 5.3.3.8	[u'fadB']	[u'FadB']
EC 5.3.4.1	[u'dsbC']	[u'DsbC']
EC 5.4.2.10	[u'glmM']	[u'GlmM']
EC 5.4.2.11	[u'gpmA']	[u'GpmA']
EC 5.4.2.2	[u'pgm']	[u'Pgm']
EC 5.4.2.6	[u'ycjU']	[u'PgmB']
EC 5.4.2.7	[u'deoB']	[u'DeoB']
EC 5.4.2.8	[u'cpsG']	[u'ManB']
EC 5.4.3.8	[u'hemL']	[u'Gsa']
EC 5.4.4.2	[u'entC', u'menF']	[u'EntC', u'MenF']
EC 5.4.99.12	[u'truA']	[u'TruA']
EC 5.4.99.18	[u'purE']	[u'PurE']
EC 5.4.99.19	[u'rsuA']	[u'RsuA']
EC 5.4.99.2	[u'scpA']	[u'ScpA']
EC 5.4.99.20	[u'rluE']	[u'RluE']
EC 5.4.99.21	[u'rluF']	[u'RluF']
EC 5.4.99.22	[u'rluB']	[u'RluB']
EC 5.4.99.23	[u'rluD']	[u'RluD']
EC 5.4.99.24	[u'rluC']	[u'RluC']
EC 5.4.99.25	[u'truB']	[u'TruB']
EC 5.4.99.26	[u'truC']	[u'TruC']
EC 5.4.99.27	[u'truD']	[u'TruD']
EC 5.4.99.28	[u'rluA']	[u'RluA']
EC 5.4.99.29	[u'rluA']	[u'RluA']
EC 5.4.99.5	[u'pheA', u'tyrA']	[u'TyrA', u'PheA']
EC 5.4.99.9	[u'glf']	[u'Glf']
EC 5.99.1.2	[u'topA', u'topB']	[u'Top3', u'Top1']
EC 5.99.1.3	[u'gyrA', u'gyrB']	[u'GyrB', u'GyrA']
EC 6.1.1.1	[u'tyrS']	[u'Syy']
EC 6.1.1.11	[u'serS']	[u'Sys']
EC 6.1.1.12	[u'aspS']	[u'Syd']
EC 6.1.1.14	[u'glyS', u'glyQ']	[u'SygB', u'SygA']
EC 6.1.1.15	[u'proS']	[u'Syp']
