Global condition name	Specific condition (contained in the global condition) name	Control condition name	Experimental Details of the specific condition	Experimental Details of the control condition	Gene affected by the specific condition*	Gene expression effect caused by the specific condition	Promoter affected by the condition	Conformation of the transcription factor through which the condition affects the gene expression
Growth  phase	Culture in late exponential growth phase	Culture in early exponential growth phase			ampC	repressed		
Growth  phase	Culture in late exponential growth phase	Culture in early exponential growth phase			bolA	induced	bolAp1	
Growth  phase	Culture in late exponential growth phase	Culture in early exponential growth phase			dacA	repressed		
Growth  phase	Culture in late exponential growth phase	Culture in early exponential growth phase			dacC	repressed		
Growth  phase	Stationary phase	Exponential phase			acnA	induced	acnAp1	
Growth  phase	Stationary phase	Exponential phase			acrA	induced		
Growth  phase	Stationary phase	Exponential phase			acrR	induced		
Growth  phase	Stationary phase	Exponential phase			adhE	induced	adhEp1	
Growth  phase	Stationary phase	Exponential phase			adhE	induced	adhEp2	
Growth  phase	Stationary phase	Exponential phase			appB	induced		
Growth  phase	Stationary phase	Exponential phase			appC	induced		
Growth  phase	Stationary phase	Exponential phase			appY	induced		
Growth  phase	Stationary phase	Exponential phase			blc	induced		
Growth  phase	Stationary phase	Exponential phase			bolA	induced	bolAp1	
Growth  phase	Stationary phase	Exponential phase			bolA	induced		OmpR
Growth  phase	Stationary phase	Exponential phase			csiE	induced	speAp	
Growth  phase	Stationary phase	Exponential phase			cspD	induced		
Growth  phase	Stationary phase	Exponential phase			csrA	induced		
Growth  phase	Stationary phase	Exponential phase			dnaN	induced	dnaNp1	
Growth  phase	Stationary phase	Exponential phase			dppA	induced		
Growth  phase	Stationary phase	Exponential phase			ecnB	induced		
Growth  phase	Stationary phase	Exponential phase			ecnB	induced		
Growth  phase	Stationary phase	Exponential phase			fic	induced		
Growth  phase	Stationary phase	Exponential phase			gabP	induced		
Growth  phase	Stationary phase	Exponential phase			gabP	induced		
Growth  phase	Stationary phase	Exponential phase			gadA	induced		
Growth  phase	Stationary phase	Exponential phase			gadB	induced	gadBp	
Growth  phase	Stationary phase	Exponential phase			gadC	induced		
Growth  phase	Stationary phase	Exponential phase			gor	induced		
Growth  phase	Stationary phase	Exponential phase			hmp	induced		
Growth  phase	Stationary phase	Exponential phase			hns	induced		H-NS
Growth  phase	Stationary phase	Exponential phase			hyaA	induced		
Growth  phase	Stationary phase	Exponential phase			ihfA	repressed	ihfAp4	
Growth  phase	Stationary phase	Exponential phase			ihfB	repressed		
Growth  phase	Stationary phase	Exponential phase			katE	induced		
Growth  phase	Stationary phase	Exponential phase			katE	induced		
Growth  phase	Stationary phase	Exponential phase			katE	induced		
Growth  phase	Stationary phase	Exponential phase			lptD	induced		
Growth  phase	Stationary phase	Exponential phase			lrp	induced		
Growth  phase	Stationary phase	Exponential phase			lrp	induced		
Growth  phase	Stationary phase	Exponential phase			mdtE	induced		
Growth  phase	Stationary phase	Exponential phase			mdtE	induced		
Growth  phase	Stationary phase	Exponential phase			mpl	induced		
Growth  phase	Stationary phase	Exponential phase			msrA	induced		
Growth  phase	Stationary phase	Exponential phase			osmB	induced		
Growth  phase	Stationary phase	Exponential phase			osmB	induced		
Growth  phase	Stationary phase	Exponential phase			osmB	induced		
Growth  phase	Stationary phase	Exponential phase			osmC	induced		
Growth  phase	Stationary phase	Exponential phase			osmE	induced		
Growth  phase	Stationary phase	Exponential phase			osmY	induced		
Growth  phase	Stationary phase	Exponential phase			osmY	induced		
Growth  phase	Stationary phase	Exponential phase			otsA	induced		
Growth  phase	Stationary phase	Exponential phase			otsA	induced		
Growth  phase	Stationary phase	Exponential phase			otsB	induced		
Growth  phase	Stationary phase	Exponential phase			otsB	induced		
Growth  phase	Stationary phase	Exponential phase			polA	induced		
Growth  phase	Stationary phase	Exponential phase			proP	induced		
Growth  phase	Stationary phase	Exponential phase			proP	induced		
Growth  phase	Stationary phase	Exponential phase			proX	induced		
Growth  phase	Stationary phase	Exponential phase			recF	induced	dnaNp1	
Growth  phase	Stationary phase	Exponential phase			recF	induced		
Growth  phase	Stationary phase	Exponential phase			rob	induced		
Growth  phase	Stationary phase	Exponential phase			rob	induced		
Growth  phase	Stationary phase	Exponential phase			rrfA	repressed	rrsBp1	
Growth  phase	Stationary phase	Exponential phase			sdaA	repressed		
Growth  phase	Stationary phase	Exponential phase			sohB	repressed		
Growth  phase	Stationary phase	Exponential phase			treA	induced		
Growth  phase	Stationary phase	Exponential phase			treA	induced		
Growth  phase	Stationary phase	Exponential phase			yeiL	induced	yeiLp	
Growth  phase	Stationary phase	Exponential phase			yeiL	induced	yeiLp	
Growth  phase	Stationary phase	Exponential phase			yfiD	induced	yfiDp	
Growth  phase	Stationary phase	Exponential phase			yihI	repressed		
Growth  phase	condition of high cell density	without condition			ftsQ	induced	ftsQp1	
Growth  phase	condition of high cell density	without condition			ftsQ	induced		SdiA
Growth  phase	condition of high cell density	without condition			ftsQ	repressed		
Growth  phase	condition of high cell density	without condition			ftsZ	induced		
Growth  phase	condition of high cell density	without condition			sdiA	repressed		
Growth  phase	condition of high cell density	without condition			sdiA	repressed		
Growth  phase	exponential growth	beginning of growth			acnA	induced	acnAp1	
Growth  phase	exponential growth	beginning of growth			cydD	induced	cydDp	
Growth  phase	exponential growth	beginning of growth			hns	repressed		
Growth  phase	exponential growth	beginning of growth			hupA	induced	hupAp	
Growth  phase	exponential growth	beginning of growth			hupB	induced	hupBp2	
Growth  phase	exponential growth	beginning of growth			hupB	induced	hupBp3	
Growth  phase	exponential growth	beginning of growth			ihfA	induced		
Growth  phase	exponential growth	beginning of growth			ihfB	induced		
Growth  phase	exponential growth	beginning of growth			lrp	induced		
Growth  phase	exponential growth	beginning of growth			oxyR	induced		CRP-cAMP
Growth  phase	exponential growth	beginning of growth			yhcA	induced		
Growth  phase	exponential growth	beginning of growth			yhcB	induced		
Media composition	growth on rich medium	growth on minimal medium			adiA	induced	adiAp	
Media composition	growth on rich medium	growth on minimal medium			aroA	repressed		
Media composition	growth on rich medium	growth on minimal medium			serC	repressed		
Motility	motility	no motility			flhC	induced		OmpR-Phosphorylated
Motility	motility	no motility			flhD	induced		OmpR-Phosphorylated
Nitrogen source	Growth on ammonia starvation	Growth without ammonia starvation			csiE	induced		
Nitrogen source	Growth on ammonia starvation	Growth without ammonia starvation			cynT	induced		CynR-Cyanate
Nitrogen source	Growth on ammonia starvation	Growth without ammonia starvation			glnK	induced		
Nitrogen source	Growth with alternative nitrogen source	Growth with ammonia			gcl	induced		
Nitrogen source	Growth with alternative nitrogen source	Growth with ammonia			gcl	induced		
Nitrogen source	growth on nitrate	growth in ammonia			aegA	induced		
Nitrogen source	growth on nitrate	growth in ammonia			cydD	induced	cydDp	
Nitrogen source	growth on nitrate	growth in ammonia			frdA	repressed		
Nitrogen source	growth on nitrate	growth in ammonia			hydN	induced		
Nitrogen source	growth on nitrate	growth in ammonia			narG	induced		
Nitrogen source	growth on nitrate	growth in ammonia			narK	induced		
Nitrogen source	growth on nitrate	growth in ammonia			narX	induced		
Nitrogen source	growth on nitrate	growth in ammonia			nirB	induced		
Nitrogen source	growth on nitrate	growth in ammonia			nrfA	repressed		
Nitrogen source	growth on nitrate	growth in ammonia			yhaB	repressed		
Nucleotides	Growth on inosine	Growth without inosine			gcvT	repressed		GcvA
Nucleotides	Growth on inosine	Growth without inosine			hmp	induced		
Nucleotides	thymine starvation	growth on thymine			nrdA	induced	nrdAp	
Nucleotides	thymine starvation	growth on thymine			nrdB	induced	nrdAp	
Oligoelements	Growth on L-djenkolate	Growth on L-cysteine			cbl	induced	cblp	CysB-O-acetyl-L-serine
Oligoelements	Growth with ferric supplement	Growth without ferric supplement			fecA	induced		
Oligoelements	Growth with ferric supplement	Growth without ferric supplement			fecB	induced		
Oligoelements	Growth with ferric supplement	Growth without ferric supplement			fecB	not effect		
Oligoelements	Without Iron	 With Iron			fepA	induced		
Oligoelements	Without Iron	 With Iron			fes	induced		
Oligoelements	growth with metal	growth without metal			arsB	induced		
Oligoelements	growth with metal	growth without metal			metA	induced		
Oligoelements	growth with metal	growth without metal			soxS	induced		
Oligoelements	growth with metal	growth without metal			zntA	induced		
Oligoelements	growth with metal	growth without metal			znuA	induced		
Oligoelements	growth with metal	growth without metal			znuA	repressed		
Oligoelements	growth with metal	growth without metal			zraP	induced		
Oligoelements	growth with metal	growth without metal			zraP	induced		
Oligoelements	growth with metal	growth without metal			zraR	induced		
Oligoelements	growth with metal	growth without metal			zraR	induced		
Oligoelements	iron depletion	iron repletion			acnA	induced		
Oligoelements	iron depletion	iron repletion			fumC	induced		
Oligoelements	iron depletion	iron repletion			fur	induced		
Oligoelements	iron depletion	iron repletion			znuA	repressed		
Oligoelements	iron depletion	iron repletion			znuB	induced		
Oligoelements	iron depletion	iron repletion			znuC	repressed		
Oligoelements	phosphate starvation	growth with phosphate			appA	induced	appCp	
Oligoelements	phosphate starvation	growth with phosphate			appB	induced	appCp	
Oligoelements	phosphate starvation	growth with phosphate			appC	induced	appCp	
Oligoelements	phosphate starvation	growth with phosphate			argP	induced		PhoB-Phosphorylated
Oligoelements	phosphate starvation	growth with phosphate			csiE	induced		
Oligoelements	phosphate starvation	growth with phosphate			hyaA	induced		AppY
Oligoelements	phosphate starvation	growth with phosphate			phoA	induced		
Oligoelements	phosphate starvation	growth with phosphate			ptsA	induced		PhoB-Phosphorylated
Oligoelements	phosphate starvation	growth with phosphate			rob	induced		
Oligoelements	with vitamin	without vitamin			bioA	repressed	bioAp	
Osmotic stress	Addition of NaCl	No addition of NaCl			appB	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			appC	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			betI	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			betT	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			bolA	induced	bolAp1	
Osmotic stress	Addition of NaCl	No addition of NaCl			cpxP	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			csgA	repressed		
Osmotic stress	Addition of NaCl	No addition of NaCl			csgB	repressed	csgBp	
Osmotic stress	Addition of NaCl	No addition of NaCl			csgD	repressed	csgDp1	
Osmotic stress	Addition of NaCl	No addition of NaCl			csgE	repressed		
Osmotic stress	Addition of NaCl	No addition of NaCl			csgF	repressed		
Osmotic stress	Addition of NaCl	No addition of NaCl			csgG	repressed		
Osmotic stress	Addition of NaCl	No addition of NaCl			csiD	not effect		
Osmotic stress	Addition of NaCl	No addition of NaCl			dps	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			hyaA	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			mdoG	repressed		
Osmotic stress	Addition of NaCl	No addition of NaCl			mdoH	repressed		
Osmotic stress	Addition of NaCl	No addition of NaCl			osmB	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			osmC	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			osmE	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			osmY	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			osmY	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			otsA	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			proP	induced	proPp1	Fis
Osmotic stress	Addition of NaCl	No addition of NaCl			proX	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			rpoS	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			stpA	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			stpA	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			treA	induced		
Osmotic stress	Addition of NaCl	No addition of NaCl			treB	induced	treBp	
Osmotic stress	Addition of NaCl	No addition of NaCl			treC	induced		H-NS
Osmotic stress	Addition of NaCl	No addition of NaCl			tyrR	repressed	rrsBp1	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			acrA	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			acrR	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			acrR	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			cspA	not effect		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			degP	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			dnaK	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			dnaN	induced	dnaNp1	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			fadL	repressed		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			hupA	repressed	hupAp	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			hupB	repressed	hupBp2	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			hupB	repressed	hupBp3	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			ibpA	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			lptD	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			ompC	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			ompF	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			osmB	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			osmE	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			osmY	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			proP	induced		
Osmotic stress	hyperosmotic condition	Isoosmotic condition			proV	induced	proVp1	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			recF	induced	dnaNp1	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			rpoH	induced	rpoHp3	
Osmotic stress	hyperosmotic condition	Isoosmotic condition			treA	induced		
Osmotic stress	hypoosmotic environmet	Isoosmotic condition			aqpZ	induced		
Osmotic stress	hypoosmotic environmet	Isoosmotic condition			mdoH	induced		
Osmotic stress	hypoosmotic environmet	Isoosmotic condition			ompF	induced		
Osmotic stress	with hydrostatic pressure	without hydrostatic pressure			lamB	repressed	malKp	
Osmotic stress	with hydrostatic pressure	without hydrostatic pressure			malE	repressed	malEp	
Osmotic stress	with hydrostatic pressure	without hydrostatic pressure			malF	repressed	malEp	
Osmotic stress	with hydrostatic pressure	without hydrostatic pressure			malG	repressed	malEp	
Osmotic stress	with hydrostatic pressure	without hydrostatic pressure			malK	repressed	malKp	
Osmotic stress	with hydrostatic pressure	without hydrostatic pressure			malM	repressed	malKp	
Oxidative Stress	Growth on S-nitrosoglutathione	Growth without S-nitrosoglutathione			hmp	induced		MetR-Homocysteine
Oxidative Stress	Growth on sodium nitroprusside	Growth without sodium nitroprusside			hmp	induced		MetR-Homocysteine
Oxidative Stress	alkylating conditions	no-alkylating conditions			ada	induced		
Oxidative Stress	alkylating conditions	no-alkylating conditions			aidB	induced	aidBp	
Oxidative Stress	growrth with oxidative stress	growth without oxidative stress			acnA	induced	acnAp2	
Oxidative Stress	growrth with oxidative stress	growth without oxidative stress			dps	induced		
Oxidative Stress	growrth with oxidative stress	growth without oxidative stress			grxA	induced		
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			ahpC	induced	ahpC	OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			ahpC	induced	ahpC	OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			bolA	induced	bolAp1	
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			dps	induced		OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			fhuF	repressed		OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			fldA	repressed	fldAp	
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			fpr	induced		SoxR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			fur	induced	furp1	OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			fur	repressed	fldAp	
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			gor	induced		OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			inaA	induced		SoxR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			katG	induced		OxyR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			sodA	induced		SoxR
Oxidative Stress	with hydrogen peroxide	without hydrogen peroxide			soxS	induced		SoxR
Oxidative Stress	with nitric oxid	without nitric oxide (NO)			soxS	induced	soxSp	SoxR
Oxidative Stress	with paraquat	without paraquat			acnA	induced		SoxS
Oxidative Stress	with paraquat	without paraquat			fldA	induced	fldAp	SoxS
Oxidative Stress	with paraquat	without paraquat			fumA	not effect		
Oxidative Stress	with paraquat	without paraquat			fumC	induced		SoxR
Oxidative Stress	with paraquat	without paraquat			fur	induced	fldAp	SoxS
Oxidative Stress	with paraquat	without paraquat			hmp	induced		
Oxidative Stress	with paraquat	without paraquat			marR	induced		
Oxidative Stress	with paraquat	without paraquat			nfo	induced		SoxS
Oxidative Stress	with paraquat	without paraquat			sodA	induced		SoxS
Oxidative Stress	with paraquat	without paraquat			soxR	repressed	soxRp	SoxR
Oxidative Stress	with paraquat	without paraquat			soxS	induced	soxSp	SoxR
Oxidative Stress	with paraquat	without paraquat			zwf	induced		SoxS
Stringent response	stringent condition	no stringent condition			chpA	repressed		
Stringent response	stringent condition	no stringent condition			chpR	repressed	chpRp2	
Stringent response	stringent condition	no stringent condition			hmp	induced		
Stringent response	stringent condition	no stringent condition			lrp	induced		
Stringent response	stringent condition	no stringent condition			rpoS	induced		
Stringent response	stringent condition	no stringent condition			rsd	induced		
Temperature stress	growth on cold shock	growth at 37oC			crl	not effect		
Temperature stress	growth on cold shock	growth at 37oC			csgA	induced		
Temperature stress	growth on cold shock	growth at 37oC			cspA	induced		CspA
Temperature stress	growth on cold shock	growth at 37oC			hns	induced	hnsp	
Temperature stress	growth on cold shock	growth at 37oC			hscA	induced		
Temperature stress	growth on cold shock	growth at 37oC			hscB	induced		
Temperature stress	growth on cold shock	growth at 37oC			hscB	induced		
Temperature stress	growth on cold shock	growth at 37oC			tolQ	induced		
Temperature stress	growth on cold shock	growth at 37oC			ybgC	induced		
Temperature stress	with heat shock	without heat shock			bolA	induced	bolAp1	
Temperature stress	with heat shock	without heat shock			degP	induced		
Temperature stress	with heat shock	without heat shock			dgsA	induced		
Temperature stress	with heat shock	without heat shock			dgsA	induced		
Temperature stress	with heat shock	without heat shock			dgsA	induced		
Temperature stress	with heat shock	without heat shock			dnaK	induced		
Temperature stress	with heat shock	without heat shock			hfq	induced		
Temperature stress	with heat shock	without heat shock			hfq	repressed		
Temperature stress	with heat shock	without heat shock			hfq	repressed		
Temperature stress	with heat shock	without heat shock			hslU	induced	hslVp	
Temperature stress	with heat shock	without heat shock			hslV	induced	hslVp	
Temperature stress	with heat shock	without heat shock			htgA	induced		
Temperature stress	with heat shock	without heat shock			htpX	induced		
Temperature stress	with heat shock	without heat shock			ibpA	induced	ibpAp	
Temperature stress	with heat shock	without heat shock			ibpB	induced	ibpAp	
Temperature stress	with heat shock	without heat shock			lpxL	repressed		
Temperature stress	with heat shock	without heat shock			metA	induced		
Temperature stress	with heat shock	without heat shock			miaA	induced		
Temperature stress	with heat shock	without heat shock			miaA	induced		
Temperature stress	with heat shock	without heat shock			mutL	induced		
Temperature stress	with heat shock	without heat shock			ppiD	induced		CpxR-Phosphorylated
Temperature stress	with heat shock	without heat shock			ptsG	induced	ptsGp1	
Temperature stress	with heat shock	without heat shock			ptsG	induced	ptsGp1	
Temperature stress	with heat shock	without heat shock			purA	repressed		
Temperature stress	with heat shock	without heat shock			rpoD	induced		
Temperature stress	with heat shock	without heat shock			rpoE	induced	rpoEp2	
Temperature stress	with heat shock	without heat shock			rpoE	induced		
Temperature stress	with heat shock	without heat shock			rpoE	repressed	rpoEp1	
Temperature stress	with heat shock	without heat shock			rseA	induced	rpoEp2	
Temperature stress	with heat shock	without heat shock			rseA	repressed	rpoEp1	
Temperature stress	with heat shock	without heat shock			rseB	induced	rpoEp2	
Temperature stress	with heat shock	without heat shock			rseB	repressed	rpoEp1	
Temperature stress	with heat shock	without heat shock			rseC	induced	rpoEp2	
Temperature stress	with heat shock	without heat shock			rseC	repressed	rpoEp1	
Temperature stress	with heat shock	without heat shock			stpA	induced		H-NS
Temperature stress	with heat shock	without heat shock			topA	induced		
Temperature stress	with heat shock	without heat shock			yceA	repressed		
Temperature stress	with heat shock	without heat shock			yjaZ	induced		
pH	extracellular pH 6.0	extracellular pH 5.0			lamB	induced	malKp	
pH	extracellular pH 6.0	extracellular pH 5.0			malE	induced	malEp	
pH	extracellular pH 6.0	extracellular pH 5.0			malF	induced	malEp	
pH	extracellular pH 6.0	extracellular pH 5.0			malG	induced	malEp	
pH	extracellular pH 6.0	extracellular pH 5.0			malK	induced	malKp	
pH	extracellular pH 6.0	extracellular pH 5.0			malM	induced	malKp	
pH	extracellular pH 6.0	extracellular pH 5.0			malP	induced	malPp	
pH	extracellular pH 6.0	extracellular pH 5.0			malQ	induced	malPp	
pH	extracellular pH 6.0	extracellular pH 5.0			malS	induced	malSp	
pH	extracellular pH 6.0	extracellular pH 5.0			malT	induced		CRP-cAMP
pH	extracellular pH shift down	isoosmotic extracellular pH			adiA	induced	adiAp	
pH	extracellular pH shift down	isoosmotic extracellular pH			aidB	induced		
pH	extracellular pH shift down	isoosmotic extracellular pH			bolA	induced	bolAp1	
pH	extracellular pH shift down	isoosmotic extracellular pH			cadA	induced	cadBp	
pH	extracellular pH shift down	isoosmotic extracellular pH			cadB	induced	cadBp	
pH	extracellular pH shift down	isoosmotic extracellular pH			gadA	induced		
pH	extracellular pH shift down	isoosmotic extracellular pH			gadB	induced	gadBp	
pH	extracellular pH shift down	isoosmotic extracellular pH			gadC	induced	gadBp	
pH	shift up extracellular pH	extracellular pH			cpxP	induced		
pH	shift up extracellular pH	extracellular pH			nmpC	induced		CRP-cAMP
