TU	Gene
glyVXY	glyY
cysT-leuZ	cysT
cysT-leuZ	leuZ
glyW-cysT-leuZ	glyW
glyW-cysT-leuZ	cysT
glyW-cysT-leuZ	leuZ
gmhB	gmhB
gmk	gmk
gmr	gmr
gnd	gnd
gnsB	gnsB
gntP	gntP
gntK	gntK
gntKU	gntK
gntKU	gntU
gntR	gntR
gntRKU	gntR
gntRKU	gntK
gntRKU	gntU
gntU	gntU
gntT	gntT
gntX-nfuA	gntX
gntX-nfuA	nfuA
nfuA	nfuA
gor	gor
gpmA	gpmA
gpmM-envC-yibQ	gpmM
gpmM-envC-yibQ	envC
gpmM-envC-yibQ	yibQ
gpp	gpp
gpt	gpt
grcA	grcA
greA	greA
greB	greB
groL	groL
groSL	groS
groSL	groL
grpE	grpE
grxA	grxA
grxB	grxB
grxC	grxC
grxD	grxD
gshA	gshA
gsk	gsk
gspAB	gspA
gspAB	gspB
gspCDEFGHIJKLMO	gspC
gspCDEFGHIJKLMO	gspD
gspCDEFGHIJKLMO	gspE
gspCDEFGHIJKLMO	gspF
gspCDEFGHIJKLMO	gspG
gspCDEFGHIJKLMO	gspH
gspCDEFGHIJKLMO	gspI
gspCDEFGHIJKLMO	gspJ
gspCDEFGHIJKLMO	gspK
gspCDEFGHIJKLMO	gspL
gspCDEFGHIJKLMO	gspM
gspCDEFGHIJKLMO	gspO
gss	gss
gstA	gstA
gstB	gstB
guaBA	guaB
guaBA	guaA
guaC	guaC
gudD	gudD
gudPXD	gudP
gudPXD	gudX
gudPXD	gudD
gyrA	gyrA
gyrB	gyrB
hcaEFCBD	hcaE
hcaEFCBD	hcaF
hcaEFCBD	hcaC
hcaEFCBD	hcaB
hcaEFCBD	hcaD
hcaR	hcaR
hcaT	hcaT
hchA	hchA
hcp-hcr	hcp
hcp-hcr	hcr
hcr	hcr
hda	hda
hdeAB-yhiD	hdeA
hdeAB-yhiD	hdeB
hdeAB-yhiD	yhiD
yhiD	yhiD
hdeD	hdeD
hdfR	hdfR
hdhA	hdhA
helD	helD
hemA	hemA
hemA-prfA-prmC	hemA
hemA-prfA-prmC	prfA
hemA-prfA-prmC	prmC
hemB	hemB
hemCDXY	hemC
hemCDXY	hemD
hemCDXY	hemX
hemCDXY	hemY
hemH	hemH
hemL	hemL
hemN	hemN
hepA	hepA
hepA-rluA	hepA
hepA-rluA	rluA
rluA	rluA
hflD-purB	hflD
hflD-purB	purB
hicAB	hicA
hicAB	hicB
higA	higA
higBA	higB
higBA	higA
hinT-ycfL-lpoB-thiK-nagZ-ycfP	hinT
hinT-ycfL-lpoB-thiK-nagZ-ycfP	ycfL
hinT-ycfL-lpoB-thiK-nagZ-ycfP	lpoB
hinT-ycfL-lpoB-thiK-nagZ-ycfP	thiK
hinT-ycfL-lpoB-thiK-nagZ-ycfP	nagZ
hinT-ycfL-lpoB-thiK-nagZ-ycfP	ycfP
hipBA	hipB
hipBA	hipA
hisBHAFI	hisB
hisBHAFI	hisH
hisBHAFI	hisA
hisBHAFI	hisF
hisBHAFI	hisI
hisL	hisL
hisLGDCBHAFI	hisL
hisLGDCBHAFI	hisG
hisLGDCBHAFI	hisD
hisLGDCBHAFI	hisC
hisLGDCBHAFI	hisB
hisLGDCBHAFI	hisH
hisLGDCBHAFI	hisA
hisLGDCBHAFI	hisF
hisLGDCBHAFI	hisI
hisS	hisS
hlyE	hlyE
hmp	hmp
hns	hns
hofMNOP	hofM
hofMNOP	hofN
hofMNOP	hofO
hofMNOP	hofP
hofQ	hofQ
hokA	hokA
hokB	hokB
hokE	hokE
holC	holC
holC-valS	holC
holC-valS	valS
valS	valS
holD-rimI-yjjG	holD
holD-rimI-yjjG	rimI
holD-rimI-yjjG	yjjG
holE	holE
hpt	hpt
hrpA	hrpA
hrpB	hrpB
hscBA-fdx-iscX	hscB
hscBA-fdx-iscX	hscA
hscBA-fdx-iscX	fdx
hscBA-fdx-iscX	iscX
iscX	iscX
hscC	hscC
hsdMS	hsdM
hsdMS	hsdS
hsdRMS	hsdR
hsdRMS	hsdM
hsdRMS	hsdS
hsdS	hsdS
hslJ	hslJ
hslVU	hslV
hslVU	hslU
hspQ	hspQ
htgA	htgA
htpG	htpG
htpX	htpX
htrL	htrL
hupA	hupA
hupB	hupB
hyaABCDEF	hyaA
hyaABCDEF	hyaB
hyaABCDEF	hyaC
hyaABCDEF	hyaD
hyaABCDEF	hyaE
hyaABCDEF	hyaF
hybOABCDEFG	hybO
hybOABCDEFG	hybA
hybOABCDEFG	hybB
hybOABCDEFG	hybC
hybOABCDEFG	hybD
hybOABCDEFG	hybE
hybOABCDEFG	hybF
hybOABCDEFG	hybG
hycABCDEFGHI	hycA
hycABCDEFGHI	hycB
hycABCDEFGHI	hycC
hycABCDEFGHI	hycD
hycABCDEFGHI	hycE
hycABCDEFGHI	hycF
hycABCDEFGHI	hycG
hycABCDEFGHI	hycH
hycABCDEFGHI	hycI
hycI	hycI
hydN-hypF	hydN
hydN-hypF	hypF
hypF	hypF
hyfABCDEFGHIJR-focB	hyfA
hyfABCDEFGHIJR-focB	hyfB
hyfABCDEFGHIJR-focB	hyfC
hyfABCDEFGHIJR-focB	hyfD
hyfABCDEFGHIJR-focB	hyfE
hyfABCDEFGHIJR-focB	hyfF
hyfABCDEFGHIJR-focB	hyfG
hyfABCDEFGHIJR-focB	hyfH
hyfABCDEFGHIJR-focB	hyfI
hyfABCDEFGHIJR-focB	hyfJ
hyfABCDEFGHIJR-focB	hyfR
hyfABCDEFGHIJR-focB	focB
hypABCDE	hypA
hypABCDE	hypB
hypABCDE	hypC
hypABCDE	hypD
hypABCDE	hypE
hypABCDE-fhlA	hypA
hypABCDE-fhlA	hypB
hypABCDE-fhlA	hypC
hypABCDE-fhlA	hypD
hypABCDE-fhlA	hypE
hypABCDE-fhlA	fhlA
hypBCDE	hypB
hypBCDE	hypC
hypBCDE	hypD
hypBCDE	hypE
hypBCDE-fhlA	hypB
hypBCDE-fhlA	hypC
hypBCDE-fhlA	hypD
hypBCDE-fhlA	hypE
hypBCDE-fhlA	fhlA
hypT	hypT
hyuA	hyuA
iaaA-gsiABCD	iaaA
iaaA-gsiABCD	gsiA
iaaA-gsiABCD	gsiB
iaaA-gsiABCD	gsiC
iaaA-gsiABCD	gsiD
iap	iap
ibaG	ibaG
ibaG-murA	ibaG
ibaG-murA	murA
murA	murA
ibpAB	ibpA
ibpAB	ibpB
ibpB	ibpB
icd	icd
icdC	icdC
iclR	iclR
idi	idi
idnDOTR	idnD
idnDOTR	idnO
idnDOTR	idnT
idnDOTR	idnR
idnR	idnR
idnK	idnK
ileX	ileX
ileY	ileY
ilvC	ilvC
ilvIH	ilvI
ilvIH	ilvH
ilvA	ilvA
ilvEDA	ilvE
ilvEDA	ilvD
ilvEDA	ilvA
ilvL	ilvL
ilvLXG_1G_2MEDA	ilvL
ilvLXG_1G_2MEDA	ilvX
ilvLXG_1G_2MEDA	ilvG_1
ilvLXG_1G_2MEDA	ilvG_2
ilvLXG_1G_2MEDA	ilvM
ilvLXG_1G_2MEDA	ilvE
ilvLXG_1G_2MEDA	ilvD
ilvLXG_1G_2MEDA	ilvA
ilvY	ilvY
inaA	inaA
infA	infA
insA-4AB-4B-4	insA-4
insA-4AB-4B-4	insAB-4
insA-4AB-4B-4	insB-4
insA-7	insA-7
insA-1AB-1B-1	insA-1
insA-1AB-1B-1	insAB-1
insA-1AB-1B-1	insB-1
insA-2AB-2B-2-afuBC	insA-2
insA-2AB-2B-2-afuBC	insAB-2
insA-2AB-2B-2-afuBC	insB-2
insA-2AB-2B-2-afuBC	afuB
insA-2AB-2B-2-afuBC	afuC
insA-3AB-3B-3	insA-3
insA-3AB-3B-3	insAB-3
insA-3AB-3B-3	insB-3
insA-5AB-5B-5	insA-5
insA-5AB-5B-5	insAB-5
insA-5AB-5B-5	insB-5
insB-7_1B-7_2	insB-7_1
insB-7_1B-7_2	insB-7_2
insC-1CD-1D-1	insC-1
insC-1CD-1D-1	insCD-1
insC-1CD-1D-1	insD-1
insC-5CD-5D-5-yqiGHI	insC-5
insC-5CD-5D-5-yqiGHI	insCD-5
insC-5CD-5D-5-yqiGHI	insD-5
insC-5CD-5D-5-yqiGHI	yqiG
insC-5CD-5D-5-yqiGHI	yqiH
insC-5CD-5D-5-yqiGHI	yqiI
insC-6CD-6D-6	insC-6
insC-6CD-6D-6	insCD-6
insC-6CD-6D-6	insD-6
insC-2CD-2D-2	insC-2
insC-2CD-2D-2	insCD-2
insC-2CD-2D-2	insD-2
insC-3CD-3D-3	insC-3
insC-3CD-3D-3	insCD-3
insC-3CD-3D-3	insD-3
insC-4CD-4D-4-ygeONM	insC-4
insC-4CD-4D-4-ygeONM	insCD-4
insC-4CD-4D-4-ygeONM	insD-4
insC-4CD-4D-4-ygeONM	ygeO
insC-4CD-4D-4-ygeONM	ygeN
insC-4CD-4D-4-ygeONM	ygeM
insE-3EF-3F-3	insE-3
insE-3EF-3F-3	insEF-3
insE-3EF-3F-3	insF-3
insE-5EF-5F-5	insE-5
insE-5EF-5F-5	insEF-5
insE-5EF-5F-5	insF-5
insE-2EF-2F-2	insE-2
insE-2EF-2F-2	insEF-2
insE-2EF-2F-2	insF-2
insEF-2F-2	insEF-2
insEF-2F-2	insF-2
insE-4EF-4F-4	insE-4
insE-4EF-4F-4	insEF-4
insE-4EF-4F-4	insF-4
insEF-4F-4	insEF-4
insEF-4F-4	insF-4
insG	insG
insH-1	insH-1
insH-10	insH-10
insH-11	insH-11
insH-2	insH-2
insH-3	insH-3
insH-4	insH-4
insH-5	insH-5
insH-6	insH-6
insH-7	insH-7
insH-8	insH-8
insH-9	insH-9
insI-2	insI-2
insJ	insJ
insK	insK
insL-1	insL-1
insL-2	insL-2
insL-3	insL-3
insI-3	insI-3
insMI-3	insM
insMI-3	insI-3
insN-1I-1O-1	insN-1
insN-1I-1O-1	insI-1
insN-1I-1O-1	insO-1
insN-2	insN-2
insO-2-yjhWV	insO-2
insO-2-yjhWV	yjhW
insO-2-yjhWV	yjhV
intA	intA
intB	intB
intD	intD
intF	intF
intG	intG
intS	intS
intZ	intZ
iraD	iraD
iraM	iraM
iraP	iraP
iscA	iscA
iscRSUA	iscR
iscRSUA	iscS
iscRSUA	iscU
iscRSUA	iscA
ispB	ispB
ispDF	ispD
ispDF	ispF
ispF	ispF
ispG-sroE	ispG
ispG-sroE	sroE
ispU	ispU
isrB	isrB
isrC	isrC
istR-1	istR-1
istR-2	istR-2
ivbL	ivbL
ivbL-ilvBN	ivbL
ivbL-ilvBN	ilvB
ivbL-ilvBN	ilvN
ivbL-ilvBN-uhpABC	uhpA
ivbL-ilvBN-uhpABC	uhpB
ivbL-ilvBN-uhpABC	uhpC
uhpABC	uhpA
uhpABC	uhpB
uhpABC	uhpC
ivy	ivy
katE	katE
katG	katG
kbaZ-agaVWA	kbaZ
kbaZ-agaVWA	agaV
kbaZ-agaVWA	agaW
kbaZ-agaVWA	agaA
kbl-tdh	kbl
kbl-tdh	tdh
kch	kch
kdgK	kdgK
kdgR	kdgR
kdgT	kdgT
kdpDE	kdpD
kdpDE	kdpE
kdpE	kdpE
kdpFABC	kdpF
kdpFABC	kdpA
kdpFABC	kdpB
kdpFABC	kdpC
kduD	kduD
kduI	kduI
kefFC	kefF
kefFC	kefC
kefGB-yheV	kefG
kefGB-yheV	kefB
kefGB-yheV	yheV
yheV	yheV
kgtP	kgtP
kilR-ydaE	kilR
kilR-ydaE	ydaE
ydaE	ydaE
kptA	kptA
kup	kup
lacYA	lacY
lacYA	lacA
lacZYA	lacZ
lacZYA	lacY
lacZYA	lacA
lafU	lafU
ldcA	ldcA
ldcC	ldcC
ldhA	ldhA
ldrA	ldrA
ldrB	ldrB
ldrC	ldrC
ldrD	ldrD
lepAB	lepA
lepAB	lepB
lepB	lepB
leuE	leuE
leuD	leuD
leuL	leuL
leuLABCD	leuL
leuLABCD	leuA
leuLABCD	leuB
leuLABCD	leuC
leuLABCD	leuD
leuO	leuO
leuQPV	leuQ
leuQPV	leuP
leuQPV	leuV
leuV	leuV
cobC	cobC
leuS-lptE-holA-nadD-cobC	leuS
leuS-lptE-holA-nadD-cobC	lptE
leuS-lptE-holA-nadD-cobC	holA
leuS-lptE-holA-nadD-cobC	nadD
leuS-lptE-holA-nadD-cobC	cobC
leuX	leuX
lexA-dinF	lexA
lexA-dinF	dinF
lfhA	lfhA
lgt-thyA	lgt
lgt-thyA	thyA
thyA	thyA
ligA-ypeB	ligA
ligA-ypeB	ypeB
ligB	ligB
ligT	ligT
lipA	lipA
lit	lit
livJ	livJ
livKHMGF	livK
livKHMGF	livH
livKHMGF	livM
livKHMGF	livG
livKHMGF	livF
lldPRD	lldP
lldPRD	lldR
lldPRD	lldD
loiP	loiP
lolA-rarA	lolA
lolA-rarA	rarA
lolB-ispE-prs	lolB
lolB-ispE-prs	ispE
lolB-ispE-prs	prs
prs	prs
lolCDE	lolC
lolCDE	lolD
lolCDE	lolE
lomR_2-stfR-tfaR	lomR_2
lomR_2-stfR-tfaR	stfR
lomR_2-stfR-tfaR	tfaR
lpcA	lpcA
lpoA	lpoA
lpp	lpp
apaGH	apaG
apaGH	apaH
apaH	apaH
lptD	lptD
lptD-surA-pdxA	lptD
lptD-surA-pdxA	surA
lptD-surA-pdxA	pdxA
pdxA-rsmA	pdxA
pdxA-rsmA	rsmA
pdxA-rsmA-apaGH	pdxA
pdxA-rsmA-apaGH	rsmA
pdxA-rsmA-apaGH	apaG
pdxA-rsmA-apaGH	apaH
rsmA-apaGH	rsmA
rsmA-apaGH	apaG
rsmA-apaGH	apaH
surA-pdxA-rsmA-apaGH	surA
surA-pdxA-rsmA-apaGH	pdxA
surA-pdxA-rsmA-apaGH	rsmA
surA-pdxA-rsmA-apaGH	apaG
surA-pdxA-rsmA-apaGH	apaH
lptFG	lptF
lptFG	lptG
lpxL	lpxL
lpxM	lpxM
lpxP	lpxP
lrhA	lrhA
lrp	lrp
lsrACDBFG-tam	lsrA
lsrACDBFG-tam	lsrC
lsrACDBFG-tam	lsrD
lsrACDBFG-tam	lsrB
lsrACDBFG-tam	lsrF
lsrACDBFG-tam	lsrG
lsrACDBFG-tam	tam
tam	tam
lsrK	lsrK
lsrRK	lsrR
lsrRK	lsrK
luxS	luxS
lysA	lysA
lysC	lysC
lysP	lysP
lysQ	lysQ
lysR	lysR
lysT-valT-lysW	lysT
lysT-valT-lysW	valT
lysT-valT-lysW	lysW
lysU	lysU
lysZ	lysZ
maa	maa
macAB	macA
macAB	macB
macB	macB
maeA	maeA
maeB	maeB
mak	mak
malEFG	malE
malEFG	malF
malEFG	malG
malI	malI
malK-lamB-malM	malK
malK-lamB-malM	lamB
malK-lamB-malM	malM
malPQ	malP
malPQ	malQ
malQ	malQ
malS	malS
malT	malT
malXY	malX
malXY	malY
malZ	malZ
manA	manA
manXYZ	manX
manXYZ	manY
manXYZ	manZ
dapD	dapD
glnD	glnD
map-glnD-dapD	map
map-glnD-dapD	glnD
map-glnD-dapD	dapD
marC	marC
marRAB	marR
marRAB	marA
marRAB	marB
matP	matP
mcaS	mcaS
mcbA	mcbA
mcbR	mcbR
mcrA	mcrA
mcrBC	mcrB
mcrBC	mcrC
mcrC	mcrC
mdaB	mdaB
mdfA	mdfA
mdh	mdh
mdlAB	mdlA
mdlAB	mdlB
baeSR	baeS
baeSR	baeR
mdtABCD-baeSR	mdtA
mdtABCD-baeSR	mdtB
mdtABCD-baeSR	mdtC
mdtABCD-baeSR	mdtD
mdtABCD-baeSR	baeS
mdtABCD-baeSR	baeR
mdtG	mdtG
mdtH	mdtH
mdtJI	mdtJ
mdtJI	mdtI
mdtK	mdtK
mdtL	mdtL
mdtM-yjiN	mdtM
mdtM-yjiN	yjiN
mdtNOP	mdtN
mdtNOP	mdtO
mdtNOP	mdtP
mdtP	mdtP
mdtQ	mdtQ
melAB	melA
melAB	melB
melR	melR
menA-rraA	menA
menA-rraA	rraA
rraA	rraA
menBCE	menB
menBCE	menC
menBCE	menE
menDHBCE	menD
menDHBCE	menH
menDHBCE	menB
menDHBCE	menC
menDHBCE	menE
menFDHBCE	menF
menFDHBCE	menD
menFDHBCE	menH
menFDHBCE	menB
menFDHBCE	menC
menFDHBCE	menE
mepH	mepH
mepM	mepM
mepS	mepS
metA	metA
metBL	metB
metBL	metL
metC	metC
metE	metE
metF	metF
metG	metG
metH	metH
metJ	metJ
metK	metK
metNIQ	metN
metNIQ	metI
metNIQ	metQ
metR	metR
glnW-metU-glnVX	glnW
glnW-metU-glnVX	metU
glnW-metU-glnVX	glnV
glnW-metU-glnVX	glnX
metT-leuW-glnUW-metU-glnVX	metT
metT-leuW-glnUW-metU-glnVX	leuW
metT-leuW-glnUW-metU-glnVX	glnU
metT-leuW-glnUW-metU-glnVX	glnW
metT-leuW-glnUW-metU-glnVX	metU
metT-leuW-glnUW-metU-glnVX	glnV
metT-leuW-glnUW-metU-glnVX	glnX
metY	metY
metY-rimP-nusA-infB	metY
metY-rimP-nusA-infB	rimP
metY-rimP-nusA-infB	nusA
metY-rimP-nusA-infB	infB
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	rimP
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	nusA
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	infB
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	rbfA
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	truB
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	rpsO
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	pnp
pnp	pnp
rimP-nusA-infB	rimP
rimP-nusA-infB	nusA
rimP-nusA-infB	infB
rpsO	rpsO
rpsO-pnp	rpsO
rpsO-pnp	pnp
metZWV	metZ
metZWV	metW
metZWV	metV
mfd	mfd
mglAC	mglA
mglAC	mglC
mglBAC	mglB
mglBAC	mglA
mglBAC	mglC
mglC	mglC
mgrB	mgrB
mgrR	mgrR
mgsA	mgsA
mgtLA	mgtL
mgtLA	mgtA
mhpABCDFE	mhpA
mhpABCDFE	mhpB
mhpABCDFE	mhpC
mhpABCDFE	mhpD
mhpABCDFE	mhpF
mhpABCDFE	mhpE
lacI	lacI
mhpR-lacI	mhpR
mhpR-lacI	lacI
mhpT	mhpT
miaB	miaB
micA	micA
micC	micC
micF	micF
micM	micM
minCDE	minC
minCDE	minD
minCDE	minE
minE	minE
mipA	mipA
mlaA	mlaA
mlaFEDCB	mlaF
mlaFEDCB	mlaE
mlaFEDCB	mlaD
mlaFEDCB	mlaC
mlaFEDCB	mlaB
mlc	mlc
mlc-ynfK	mlc
mlc-ynfK	ynfK
ynfK	ynfK
mliC	mliC
mlrA	mlrA
mltA	mltA
mltB	mltB
mltD	mltD
mltF	mltF
mmuPM	mmuP
mmuPM	mmuM
mnaT-ydcZ	mnaT
mnaT-ydcZ	ydcZ
ydcZ	ydcZ
mngAB	mngA
mngAB	mngB
mngR	mngR
mnmA	mnmA
mnmC	mnmC
mnmE	mnmE
mntH	mntH
mntP	mntP
mntR-ybiR	mntR
mntR-ybiR	ybiR
moaABCDE	moaA
moaABCDE	moaB
moaABCDE	moaC
moaABCDE	moaD
moaABCDE	moaE
moaBCDE	moaB
moaBCDE	moaC
moaBCDE	moaD
moaBCDE	moaE
mobAB	mobA
mobAB	mobB
mocA	mocA
modABC	modA
modABC	modB
modABC	modC
modEF	modE
modEF	modF
moeAB	moeA
moeAB	moeB
mog	mog
mokB	mokB
hokC	hokC
mokC-hokC	mokC
mokC-hokC	hokC
molR_1	molR_1
molR_2	molR_2
molR_3-yehI	molR_3
molR_3-yehI	yehI
cheW	cheW
motAB-cheAW	motA
motAB-cheAW	motB
motAB-cheAW	cheA
motAB-cheAW	cheW
mpl	mpl
mppA	mppA
mprA-emrAB	mprA
mprA-emrAB	emrA
mprA-emrAB	emrB
mqo	mqo
mqsA	mqsA
mqsRA	mqsR
mqsRA	mqsA
ftsAZ	ftsA
ftsAZ	ftsZ
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsL
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsI
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murE
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murF
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	mraY
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murD
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsW
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murG
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murC
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ddlB
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsQ
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsA
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	lpxC
ftsQ	ftsQ
ftsQAZ	ftsQ
ftsQAZ	ftsA
ftsQAZ	ftsZ
ftsZ	ftsZ
lpxC	lpxC
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	mraZ
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	rsmH
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsL
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsI
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murE
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murF
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	mraY
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murD
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsW
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murG
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murC
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ddlB
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsQ
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsA
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	lpxC
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	rsmH
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsL
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsI
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murE
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murF
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	mraY
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murD
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsW
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murG
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	murC
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ddlB
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsQ
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsA
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsZ
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	lpxC
mrcA	mrcA
mrcB	mrcB
mreB	mreB
mreBCD	mreB
mreBCD	mreC
mreBCD	mreD
mreCD	mreC
mreCD	mreD
mreD	mreD
mrp	mrp
mrr	mrr
mscK	mscK
mscL	mscL
mscS	mscS
msrA	msrA
msrB	msrB
msrC	msrC
msyB	msyB
mtfA	mtfA
mtlADR	mtlA
mtlADR	mtlD
mtlADR	mtlR
mtn-btuF-yadS	mtn
mtn-btuF-yadS	btuF
mtn-btuF-yadS	yadS
yadS	yadS
mtr	mtr
mug	mug
murB-birA	murB
murB-birA	birA
murJ	murJ
murQP	murQ
murQP	murP
murQP-yfeW	murQ
murQP-yfeW	murP
murQP-yfeW	yfeW
murR	murR
mutH	mutH
mutS	mutS
mutY-yggX	mutY
mutY-yggX	yggX
mutY-yggX-mltC	mutY
mutY-yggX-mltC	yggX
mutY-yggX-mltC	mltC
mutY-yggX-mltC-nupG	mutY
mutY-yggX-mltC-nupG	yggX
mutY-yggX-mltC-nupG	mltC
mutY-yggX-mltC-nupG	nupG
nupG	nupG
yggX	yggX
yggX-mltC	yggX
yggX-mltC	mltC
yggX-mltC-nupG	yggX
yggX-mltC-nupG	mltC
yggX-mltC-nupG	nupG
nac	nac
nadA-pnuC	nadA
nadA-pnuC	pnuC
nadB	nadB
nadC	nadC
nadE	nadE
nadK	nadK
nagA	nagA
nagBAC-umpH	nagB
nagBAC-umpH	nagA
nagBAC-umpH	nagC
nagBAC-umpH	umpH
nagC	nagC
umpH	umpH
nagE	nagE
nagK-cobB	nagK
nagK-cobB	cobB
nanA	nanA
nanATEK-yhcH	nanA
nanATEK-yhcH	nanT
nanATEK-yhcH	nanE
nanATEK-yhcH	nanK
nanATEK-yhcH	yhcH
yhcH	yhcH
nanC	nanC
nanCM	nanC
nanCM	nanM
nanCMS	nanC
nanCMS	nanM
nanCMS	nanS
nanS	nanS
nanR	nanR
ccmABCDEFGH	ccmA
ccmABCDEFGH	ccmB
ccmABCDEFGH	ccmC
ccmABCDEFGH	ccmD
ccmABCDEFGH	ccmE
ccmABCDEFGH	ccmF
ccmABCDEFGH	ccmG
ccmABCDEFGH	ccmH
ccmH	ccmH
napFDAGHBC	napF
napFDAGHBC	napD
napFDAGHBC	napA
napFDAGHBC	napG
napFDAGHBC	napH
napFDAGHBC	napB
napFDAGHBC	napC
napFDAGHBC-ccmABCDEFGH	napF
napFDAGHBC-ccmABCDEFGH	napD
napFDAGHBC-ccmABCDEFGH	napA
napFDAGHBC-ccmABCDEFGH	napG
napFDAGHBC-ccmABCDEFGH	napH
napFDAGHBC-ccmABCDEFGH	napB
napFDAGHBC-ccmABCDEFGH	napC
napFDAGHBC-ccmABCDEFGH	ccmA
napFDAGHBC-ccmABCDEFGH	ccmB
