TU	Gene
napFDAGHBC-ccmABCDEFGH	ccmC
napFDAGHBC-ccmABCDEFGH	ccmD
napFDAGHBC-ccmABCDEFGH	ccmE
napFDAGHBC-ccmABCDEFGH	ccmF
napFDAGHBC-ccmABCDEFGH	ccmG
napFDAGHBC-ccmABCDEFGH	ccmH
narGHJI	narG
narGHJI	narH
narGHJI	narJ
narGHJI	narI
narK	narK
narP	narP
narQ	narQ
narU	narU
narXL	narX
narXL	narL
narWV	narW
narWV	narV
narZYWV	narZ
narZYWV	narY
narZYWV	narW
narZYWV	narV
ndh	ndh
ndk	ndk
gloA	gloA
nemA	nemA
nemR	nemR
nemRA	nemR
nemRA	nemA
nemRA-gloA	nemR
nemRA-gloA	nemA
nemRA-gloA	gloA
nepI	nepI
nfo	nfo
nfrBA	nfrB
nfrBA	nfrA
nfsB	nfsB
nhaAR	nhaA
nhaAR	nhaR
nhaR	nhaR
nhaB	nhaB
nhoA	nhoA
nikABCDER	nikA
nikABCDER	nikB
nikABCDER	nikC
nikABCDER	nikD
nikABCDER	nikE
nikABCDER	nikR
nikR	nikR
cysG	cysG
nirBDC-cysG	nirB
nirBDC-cysG	nirD
nirBDC-cysG	nirC
nirBDC-cysG	cysG
nlpA	nlpA
nlpC	nlpC
nlpD-rpoS	nlpD
nlpD-rpoS	rpoS
rpoS	rpoS
nlpI	nlpI
nmpC	nmpC
nohA-ydfN-tfaQ	nohA
nohA-ydfN-tfaQ	ydfN
nohA-ydfN-tfaQ	tfaQ
tfaQ	tfaQ
nohB	nohB
norR	norR
norVW	norV
norVW	norW
nrdAB-yfaE	nrdA
nrdAB-yfaE	nrdB
nrdAB-yfaE	yfaE
yfaE	yfaE
nrdDG	nrdD
nrdDG	nrdG
nrdG	nrdG
nrdHIEF	nrdH
nrdHIEF	nrdI
nrdHIEF	nrdE
nrdHIEF	nrdF
nrdR-ribDE-nusB-thiL-pgpA	nrdR
nrdR-ribDE-nusB-thiL-pgpA	ribD
nrdR-ribDE-nusB-thiL-pgpA	ribE
nrdR-ribDE-nusB-thiL-pgpA	nusB
nrdR-ribDE-nusB-thiL-pgpA	thiL
nrdR-ribDE-nusB-thiL-pgpA	pgpA
ribE-nusB-thiL-pgpA	ribE
ribE-nusB-thiL-pgpA	nusB
ribE-nusB-thiL-pgpA	thiL
ribE-nusB-thiL-pgpA	pgpA
nrfABCDEFG	nrfA
nrfABCDEFG	nrfB
nrfABCDEFG	nrfC
nrfABCDEFG	nrfD
nrfABCDEFG	nrfE
nrfABCDEFG	nrfF
nrfABCDEFG	nrfG
nsrR-rnr-rlmB-yjfI	nsrR
nsrR-rnr-rlmB-yjfI	rnr
nsrR-rnr-rlmB-yjfI	rlmB
nsrR-rnr-rlmB-yjfI	yjfI
yjfIJ	yjfI
yjfIJ	yjfJ
nudB-yebC-ruvC	nudB
nudB-yebC-ruvC	yebC
nudB-yebC-ruvC	ruvC
ruvC	ruvC
yebC-ruvC	yebC
yebC-ruvC	ruvC
nudC-hemE-nfi	nudC
nudC-hemE-nfi	hemE
nudC-hemE-nfi	nfi
nudE	nudE
nudF-yqiB-cpdA-yqiA-parE	nudF
nudF-yqiB-cpdA-yqiA-parE	yqiB
nudF-yqiB-cpdA-yqiA-parE	cpdA
nudF-yqiB-cpdA-yqiA-parE	yqiA
nudF-yqiB-cpdA-yqiA-parE	parE
nudG	nudG
nudI	nudI
nudK	nudK
nuoABCEFGHIJKLMN	nuoA
nuoABCEFGHIJKLMN	nuoB
nuoABCEFGHIJKLMN	nuoC
nuoABCEFGHIJKLMN	nuoE
nuoABCEFGHIJKLMN	nuoF
nuoABCEFGHIJKLMN	nuoG
nuoABCEFGHIJKLMN	nuoH
nuoABCEFGHIJKLMN	nuoI
nuoABCEFGHIJKLMN	nuoJ
nuoABCEFGHIJKLMN	nuoK
nuoABCEFGHIJKLMN	nuoL
nuoABCEFGHIJKLMN	nuoM
nuoABCEFGHIJKLMN	nuoN
nuoMN	nuoM
nuoMN	nuoN
nuoN	nuoN
nupC	nupC
nupX	nupX
ogrK	ogrK
ohsC	ohsC
ompA	ompA
ompC	ompC
ompF	ompF
ompG	ompG
ompL	ompL
ompR-envZ	ompR
ompR-envZ	envZ
ompW	ompW
ompX	ompX
omrA	omrA
omrB	omrB
opgB	opgB
opgC	opgC
opgD	opgD
opgE	opgE
opgGH	opgG
opgGH	opgH
oppABCDF	oppA
oppABCDF	oppB
oppABCDF	oppC
oppABCDF	oppD
oppABCDF	oppF
orn	orn
osmB	osmB
osmC	osmC
osmE	osmE
osmF-yehYXW	osmF
osmF-yehYXW	yehY
osmF-yehYXW	yehX
osmF-yehYXW	yehW
osmY	osmY
otsA	otsA
otsBA	otsB
otsBA	otsA
oxyR	oxyR
oxyS	oxyS
paaABCDEFGHIJK	paaA
paaABCDEFGHIJK	paaB
paaABCDEFGHIJK	paaC
paaABCDEFGHIJK	paaD
paaABCDEFGHIJK	paaE
paaABCDEFGHIJK	paaF
paaABCDEFGHIJK	paaG
paaABCDEFGHIJK	paaH
paaABCDEFGHIJK	paaI
paaABCDEFGHIJK	paaJ
paaABCDEFGHIJK	paaK
paaXY	paaX
paaXY	paaY
paaZ	paaZ
pabB-nudL	pabB
pabB-nudL	nudL
pabC-yceG-tmk-holB-ycfH	pabC
pabC-yceG-tmk-holB-ycfH	yceG
pabC-yceG-tmk-holB-ycfH	tmk
pabC-yceG-tmk-holB-ycfH	holB
pabC-yceG-tmk-holB-ycfH	ycfH
pagP	pagP
panBC	panB
panBC	panC
panC	panC
panD	panD
panE-yajL	panE
panE-yajL	yajL
yajL	yajL
panZ	panZ
paoABCD	paoA
paoABCD	paoB
paoABCD	paoC
paoABCD	paoD
parC	parC
patA	patA
pbl	pbl
pbpG	pbpG
pck	pck
pcnB-folK	pcnB
pcnB-folK	folK
aceEF	aceE
aceEF	aceF
lpd	lpd
pdhR-aceEF-lpd	pdhR
pdhR-aceEF-lpd	aceE
pdhR-aceEF-lpd	aceF
pdhR-aceEF-lpd	lpd
dedA	dedA
pdxB-usg-truA-dedA	pdxB
pdxB-usg-truA-dedA	usg
pdxB-usg-truA-dedA	truA
pdxB-usg-truA-dedA	dedA
usg-truA-dedA	usg
usg-truA-dedA	truA
usg-truA-dedA	dedA
pdxH-tyrS-pdxY	pdxH
pdxH-tyrS-pdxY	tyrS
pdxH-tyrS-pdxY	pdxY
pdxY	pdxY
tyrS-pdxY	tyrS
tyrS-pdxY	pdxY
pdxK	pdxK
pepA	pepA
pepB	pepB
pepD	pepD
pepE	pepE
pepN	pepN
pepQ-yigZ-trkH-hemG	pepQ
pepQ-yigZ-trkH-hemG	yigZ
pepQ-yigZ-trkH-hemG	trkH
pepQ-yigZ-trkH-hemG	hemG
pepT	pepT
perR	perR
pfkA	pfkA
pfkB	pfkB
pflA	pflA
pflDC	pflD
pflDC	pflC
pgaABCD	pgaA
pgaABCD	pgaB
pgaABCD	pgaC
pgaABCD	pgaD
pgi	pgi
pgl	pgl
pgpB	pgpB
pgpC-tadA	pgpC
pgpC-tadA	tadA
pgrR	pgrR
pgsA	pgsA
pheLA	pheL
pheLA	pheA
pheP	pheP
pheU	pheU
pheV	pheV
phnCDE_1E_2FGHIJKLMNOP	phnC
phnCDE_1E_2FGHIJKLMNOP	phnD
phnCDE_1E_2FGHIJKLMNOP	phnE_1
phnCDE_1E_2FGHIJKLMNOP	phnE_2
phnCDE_1E_2FGHIJKLMNOP	phnF
phnCDE_1E_2FGHIJKLMNOP	phnG
phnCDE_1E_2FGHIJKLMNOP	phnH
phnCDE_1E_2FGHIJKLMNOP	phnI
phnCDE_1E_2FGHIJKLMNOP	phnJ
phnCDE_1E_2FGHIJKLMNOP	phnK
phnCDE_1E_2FGHIJKLMNOP	phnL
phnCDE_1E_2FGHIJKLMNOP	phnM
phnCDE_1E_2FGHIJKLMNOP	phnN
phnCDE_1E_2FGHIJKLMNOP	phnO
phnCDE_1E_2FGHIJKLMNOP	phnP
phnLMNOP	phnL
phnLMNOP	phnM
phnLMNOP	phnN
phnLMNOP	phnO
phnLMNOP	phnP
phoA-psiF	phoA
phoA-psiF	psiF
phoBR	phoB
phoBR	phoR
phoE	phoE
phoH	phoH
phoPQ	phoP
phoPQ	phoQ
phoQ	phoQ
pinE	pinE
pinH	pinH
pinQ	pinQ
pinR	pinR
pitA	pitA
pitB	pitB
plaP	plaP
pldA	pldA
pldB-yigL	pldB
pldB-yigL	yigL
pliG	pliG
plsB	plsB
plsC	plsC
pmbA	pmbA
pmrD	pmrD
pncB	pncB
pncC	pncC
pntAB	pntA
pntAB	pntB
pntB	pntB
polA	polA
polB	polB
potABCD	potA
potABCD	potB
potABCD	potC
potABCD	potD
potD	potD
potFGHI	potF
potFGHI	potG
potFGHI	potH
potFGHI	potI
ltaE-ybjT	ltaE
ltaE-ybjT	ybjT
poxB	poxB
poxB-ltaE-ybjT	poxB
poxB-ltaE-ybjT	ltaE
poxB-ltaE-ybjT	ybjT
ppa	ppa
ppc	ppc
ppdAB-ygdB-ppdC-recC	ppdA
ppdAB-ygdB-ppdC-recC	ppdB
ppdAB-ygdB-ppdC-recC	ygdB
ppdAB-ygdB-ppdC-recC	ppdC
ppdAB-ygdB-ppdC-recC	recC
recC	recC
ppdD-hofBC	ppdD
ppdD-hofBC	hofB
ppdD-hofBC	hofC
pphA	pphA
pphB	pphB
ppiA	ppiA
ppiB-lpxH	ppiB
ppiB-lpxH	lpxH
ppiC	ppiC
ppiD	ppiD
ppk-ppx	ppk
ppk-ppx	ppx
pppA	pppA
ppsA	ppsA
ppsR	ppsR
pptA	pptA
pqiAB	pqiA
pqiAB	pqiB
pqqL	pqqL
preTA	preT
preTA	preA
prfC	prfC
priA	priA
priC-ybaM	priC
priC-ybaM	ybaM
ybaM	ybaM
prkB	prkB
prlC-rsmJ	prlC
prlC-rsmJ	rsmJ
prlF-yhaV	prlF
prlF-yhaV	yhaV
prmB-aroC-mepA-yfcA-epmC-yfcL	prmB
prmB-aroC-mepA-yfcA-epmC-yfcL	aroC
prmB-aroC-mepA-yfcA-epmC-yfcL	mepA
prmB-aroC-mepA-yfcA-epmC-yfcL	yfcA
prmB-aroC-mepA-yfcA-epmC-yfcL	epmC
prmB-aroC-mepA-yfcA-epmC-yfcL	yfcL
yfcL	yfcL
proBA	proB
proBA	proA
proC	proC
proK	proK
proL	proL
proP	proP
prc	prc
proQ-prc	proQ
proQ-prc	prc
proS	proS
proVWX	proV
proVWX	proW
proVWX	proX
prpBCDE	prpB
prpBCDE	prpC
prpBCDE	prpD
prpBCDE	prpE
prpR	prpR
psd-mscM	psd
psd-mscM	mscM
psiE	psiE
pspABCDE	pspA
pspABCDE	pspB
pspABCDE	pspC
pspABCDE	pspD
pspABCDE	pspE
pspBCDE	pspB
pspBCDE	pspC
pspBCDE	pspD
pspBCDE	pspE
pspE	pspE
pspF	pspF
pspG	pspG
psrO	psrO
pssA	pssA
phoU	phoU
pstB-phoU	pstB
pstB-phoU	phoU
pstCAB-phoU	pstC
pstCAB-phoU	pstA
pstCAB-phoU	pstB
pstCAB-phoU	phoU
pstS	pstS
pstSCA	pstS
pstSCA	pstC
pstSCA	pstA
pstSCAB-phoU	pstS
pstSCAB-phoU	pstC
pstSCAB-phoU	pstA
pstSCAB-phoU	pstB
pstSCAB-phoU	phoU
psuG	psuG
psuKG	psuK
psuKG	psuG
psuT	psuT
pth-ychF	pth
pth-ychF	ychF
ychF	ychF
ptrA	ptrA
ptrA-recBD	ptrA
ptrA-recBD	recB
ptrA-recBD	recD
ptrB	ptrB
gldA	gldA
ptsA-fsaB-gldA	ptsA
ptsA-fsaB-gldA	fsaB
ptsA-fsaB-gldA	gldA
ptsG	ptsG
crr	crr
ptsHI-crr	ptsH
ptsHI-crr	ptsI
ptsHI-crr	crr
purA	purA
purC	purC
purEK	purE
purEK	purK
purD	purD
purHD	purH
purHD	purD
purL	purL
purMN	purM
purMN	purN
purR	purR
purT	purT
purU	purU
putA	putA
putP	putP
puuAP	puuA
puuAP	puuP
puuP	puuP
puuCBE	puuC
puuCBE	puuB
puuCBE	puuE
puuDRCBE	puuD
puuDRCBE	puuR
puuDRCBE	puuC
puuDRCBE	puuB
puuDRCBE	puuE
pykA	pykA
pykF	pykF
pyrC	pyrC
pyrD	pyrD
eno	eno
pyrG-eno	pyrG
pyrG-eno	eno
pyrH	pyrH
pyrLBI	pyrL
pyrLBI	pyrB
pyrLBI	pyrI
qmcA-ybbJ	qmcA
qmcA-ybbJ	ybbJ
ybbJ	ybbJ
qor	qor
qseBC	qseB
qseBC	qseC
queA	queA
queC	queC
queD	queD
queE	queE
queF	queF
queG	queG
racC	racC
racR	racR
raiA	raiA
rarD	rarD
ratAB	ratA
ratAB	ratB
ravA-viaA	ravA
ravA-viaA	viaA
rayT	rayT
rbn	rbn
rbsDACBKR	rbsD
rbsDACBKR	rbsA
rbsDACBKR	rbsC
rbsDACBKR	rbsB
rbsDACBKR	rbsK
rbsDACBKR	rbsR
rcdA	rcdA
rclA	rclA
rclABC	rclA
rclABC	rclB
rclABC	rclC
rclBC	rclB
rclBC	rclC
rclC	rclC
rclR	rclR
rcnAB	rcnA
rcnAB	rcnB
rcnB	rcnB
rcnR	rcnR
rcsA	rcsA
rcsC	rcsC
rcsB	rcsB
rcsDB	rcsD
rcsDB	rcsB
rcsF-yaeB	rcsF
rcsF-yaeB	yaeB
rdgC	rdgC
rdlA	rdlA
rdlB	rdlB
rdlC	rdlC
rdlD	rdlD
dsbA	dsbA
rdoA-dsbA	rdoA
rdoA-dsbA	dsbA
recA	recA
recAX	recA
recAX	recX
intR	intR
recET-lar-rcbA-ydaQ-intR	recE
recET-lar-rcbA-ydaQ-intR	recT
recET-lar-rcbA-ydaQ-intR	lar
recET-lar-rcbA-ydaQ-intR	rcbA
recET-lar-rcbA-ydaQ-intR	ydaQ
recET-lar-rcbA-ydaQ-intR	intR
recN	recN
recQ	recQ
mazEFG	mazE
mazEFG	mazF
mazEFG	mazG
mazG	mazG
relA-mazEF	relA
relA-mazEF	mazE
relA-mazEF	mazF
hokD	hokD
relBE	relB
relBE	relE
relBE-hokD	relB
relBE-hokD	relE
relBE-hokD	hokD
rem	rem
emrE	emrE
renD-emrE	renD
renD-emrE	emrE
rep	rep
rfaD-waaFCL	rfaD
rfaD-waaFCL	waaF
rfaD-waaFCL	waaC
rfaD-waaFCL	waaL
rfaE	rfaE
rfaH	rfaH
rfbACX	rfbA
rfbACX	rfbC
rfbACX	rfbX
rfbBDACX	rfbB
rfbBDACX	rfbD
rfbBDACX	rfbA
rfbBDACX	rfbC
rfbBDACX	rfbX
rfbX	rfbX
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rfe
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	wzzE
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffE
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffD
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffG
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffH
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffC
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffA
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	wzxE
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffT
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	wzyE
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rffM
rhaBAD	rhaB
rhaBAD	rhaA
rhaBAD	rhaD
rhaD	rhaD
rhaM	rhaM
rhaSR	rhaS
rhaSR	rhaR
rhaT	rhaT
rhlB	rhlB
rhlE	rhlE
rhoL	rhoL
rhoL-rho	rhoL
rhoL-rho	rho
rhsA-yibA	rhsA
rhsA-yibA	yibA
yibA	yibA
rhsB	rhsB
rhsC-ybfB	rhsC
rhsC-ybfB	ybfB
rhsD-ybbC-ylbH-ybbD	rhsD
rhsD-ybbC-ylbH-ybbD	ybbC
rhsD-ybbC-ylbH-ybbD	ylbH
rhsD-ybbC-ylbH-ybbD	ybbD
rhsE-ydcD	rhsE
rhsE-ydcD	ydcD
rhtA	rhtA
rhtB	rhtB
rhtC	rhtC
ribA	ribA
ribC	ribC
ileS-lspA-fkpB-ispH	ileS
ileS-lspA-fkpB-ispH	lspA
ileS-lspA-fkpB-ispH	fkpB
ileS-lspA-fkpB-ispH	ispH
lspA-fkpB-ispH	lspA
lspA-fkpB-ispH	fkpB
lspA-fkpB-ispH	ispH
ribF-ileS-lspA-fkpB-ispH	ribF
ribF-ileS-lspA-fkpB-ispH	ileS
ribF-ileS-lspA-fkpB-ispH	lspA
ribF-ileS-lspA-fkpB-ispH	fkpB
ribF-ileS-lspA-fkpB-ispH	ispH
ridA	ridA
rihA	rihA
rihB	rihB
rihC	rihC
rimJ	rimJ
rimL	rimL
rimO	rimO
rlmA	rlmA
rlmD	rlmD
ftsH	ftsH
rlmE-ftsH	rlmE
rlmE-ftsH	ftsH
rlmF	rlmF
rlmG	rlmG
rlmI	rlmI
rlmJ	rlmJ
rlmL-uup	rlmL
rlmL-uup	uup
rlmM	rlmM
rlmN	rlmN
rluB	rluB
rluC	rluC
rluD-yfiH	rluD
rluD-yfiH	yfiH
nudJ	nudJ
rluE-nudJ	rluE
rluE-nudJ	nudJ
rluF	rluF
rmf	rmf
rmuC	rmuC
rna	rna
rnb	rnb
acpS	acpS
pdxJ-acpS	pdxJ
pdxJ-acpS	acpS
rnc-era	rnc
rnc-era	era
rnc-era-recO-pdxJ-acpS	rnc
rnc-era-recO-pdxJ-acpS	era
rnc-era-recO-pdxJ-acpS	recO
rnc-era-recO-pdxJ-acpS	pdxJ
rnc-era-recO-pdxJ-acpS	acpS
rnd	rnd
rne	rne
rnhA	rnhA
rnk	rnk
rnlA	rnlA
rnlAB	rnlA
rnlAB	rnlB
rnlB	rnlB
lhr	lhr
rnt-lhr	rnt
rnt-lhr	lhr
rob	rob
rodZ	rodZ
pyrE	pyrE
rph	rph
rph-pyrE	rph
rph-pyrE	pyrE
rpiA	rpiA
rpiB	rpiB
alsBACE	alsB
alsBACE	alsA
alsBACE	alsC
alsBACE	alsE
alsE	alsE
rpiR-alsBACE	rpiR
rpiR-alsBACE	alsB
rpiR-alsBACE	alsA
rpiR-alsBACE	alsC
rpiR-alsBACE	alsE
rplJL-rpoBC	rplJ
rplJL-rpoBC	rplL
rplJL-rpoBC	rpoB
rplJL-rpoBC	rpoC
rplKAJL-rpoBC	rplK
rplKAJL-rpoBC	rplA
rplKAJL-rpoBC	rplJ
rplKAJL-rpoBC	rplL
rplKAJL-rpoBC	rpoB
rplKAJL-rpoBC	rpoC
rplL	rplL
rpoBC	rpoB
rpoBC	rpoC
rplM-rpsI	rplM
rplM-rpsI	rpsI
rpsI	rpsI
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplN
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplX
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplE
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsN
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsH
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplF
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplR
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsE
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpmD
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplO
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	secY
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpmJ
rplU-rpmA	rplU
rplU-rpmA	rpmA
rpmA	rpmA
rplY	rplY
rpmE	rpmE
rpmH-rnpA	rpmH
rpmH-rnpA	rnpA
rpoE-rseABC	rpoE
rpoE-rseABC	rseA
rpoE-rseABC	rseB
rpoE-rseABC	rseC
rseABC	rseA
rseABC	rseB
rseABC	rseC
rpoH	rpoH
recG	recG
rpoZ-spoT-trmH-recG	rpoZ
rpoZ-spoT-trmH-recG	spoT
rpoZ-spoT-trmH-recG	trmH
rpoZ-spoT-trmH-recG	recG
rppH-ptsP	rppH
rppH-ptsP	ptsP
rprA	rprA
rpsF-priB-rpsR-rplI	rpsF
rpsF-priB-rpsR-rplI	priB
rpsF-priB-rpsR-rplI	rpsR
rpsF-priB-rpsR-rplI	rplI
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsJ
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplC
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplD
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplW
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplB
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsS
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplV
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsC
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplP
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpmC
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsQ
fusA-tufA	fusA
fusA-tufA	tufA
rpsLG-fusA-tufA	rpsL
rpsLG-fusA-tufA	rpsG
rpsLG-fusA-tufA	fusA
rpsLG-fusA-tufA	tufA
tufA	tufA
rpsMKD-rpoA-rplQ	rpsM
rpsMKD-rpoA-rplQ	rpsK
rpsMKD-rpoA-rplQ	rpsD
rpsMKD-rpoA-rplQ	rpoA
rpsMKD-rpoA-rplQ	rplQ
rplS	rplS
rpsP-rimM-trmD-rplS	rpsP
rpsP-rimM-trmD-rplS	rimM
rpsP-rimM-trmD-rplS	trmD
rpsP-rimM-trmD-rplS	rplS
rpsT	rpsT
rpoD	rpoD
rpsU	rpsU
rpsU-dnaG-rpoD	rpsU
rpsU-dnaG-rpoD	dnaG
rpsU-dnaG-rpoD	rpoD
rraB	rraB
rrlA-rrfA	rrlA
rrlA-rrfA	rrfA
rrsA-ileT-alaT-rrlA-rrfA	rrsA
rrsA-ileT-alaT-rrlA-rrfA	ileT
rrsA-ileT-alaT-rrlA-rrfA	alaT
rrsA-ileT-alaT-rrlA-rrfA	rrlA
rrsA-ileT-alaT-rrlA-rrfA	rrfA
rrlB-rrfB	rrlB
rrlB-rrfB	rrfB
rrsB-gltT-rrlB-rrfB	rrsB
rrsB-gltT-rrlB-rrfB	gltT
rrsB-gltT-rrlB-rrfB	rrlB
rrsB-gltT-rrlB-rrfB	rrfB
rrsC-gltU-rrlC-rrfC	rrsC
rrsC-gltU-rrlC-rrfC	gltU
rrsC-gltU-rrlC-rrfC	rrlC
rrsC-gltU-rrlC-rrfC	rrfC
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	ileU
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	alaU
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrlD
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrfD
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	thrV
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrfF
thrV-rrfF	thrV
thrV-rrfF	rrfF
rrlE-rrfE	rrlE
rrlE-rrfE	rrfE
rrsE-gltV-rrlE-rrfE	rrsE
rrsE-gltV-rrlE-rrfE	gltV
rrsE-gltV-rrlE-rrfE	rrlE
rrsE-gltV-rrlE-rrfE	rrfE
rrfG	rrfG
rrsG-gltW-rrlG-rrfG	rrsG
rrsG-gltW-rrlG-rrfG	gltW
rrsG-gltW-rrlG-rrfG	rrlG
rrsG-gltW-rrlG-rrfG	rrfG
rrlH-rrfH	rrlH
rrlH-rrfH	rrfH
rrsH-ileV-alaV-rrlH-rrfH	rrsH
rrsH-ileV-alaV-rrlH-rrfH	ileV
rrsH-ileV-alaV-rrlH-rrfH	alaV
rrsH-ileV-alaV-rrlH-rrfH	rrlH
rrsH-ileV-alaV-rrlH-rrfH	rrfH
rsd	rsd
rseP	rseP
rseX	rseX
rlpA	rlpA
rsfS-rlmH-mrdAB-rlpA	rsfS
rsfS-rlmH-mrdAB-rlpA	rlmH
rsfS-rlmH-mrdAB-rlpA	mrdA
rsfS-rlmH-mrdAB-rlpA	mrdB
rsfS-rlmH-mrdAB-rlpA	rlpA
rsgA	rsgA
rsmB	rsmB
rsmC	rsmC
rsmD-yhhL	rsmD
rsmD-yhhL	yhhL
rsmE-gshB	rsmE
rsmE-gshB	gshB
rsmF	rsmF
rsmI	rsmI
rspAB	rspA
rspAB	rspB
rssAB	rssA
rssAB	rssB
rssB	rssB
rstAB	rstA
rstAB	rstB
rsuA	rsuA
rtcA	rtcA
rtcBA	rtcB
rtcBA	rtcA
rtcR	rtcR
rtn	rtn
rttR	rttR
rutABCDEFG	rutA
rutABCDEFG	rutB
rutABCDEFG	rutC
rutABCDEFG	rutD
rutABCDEFG	rutE
rutABCDEFG	rutF
rutABCDEFG	rutG
rutG	rutG
rutR	rutR
ruvAB	ruvA
ruvAB	ruvB
ruvB	ruvB
rybA-mntS	rybA
rybA-mntS	mntS
rybB	rybB
rydB	rydB
rydC	rydC
ryeA	ryeA
ryfA	ryfA
ryfD	ryfD
ryhB	ryhB
ryjA	ryjA
ryjB	ryjB
rzoD	rzoD
rzoR	rzoR
sad	sad
safA-ydeO	safA
safA-ydeO	ydeO
ydeO	ydeO
sanA-yeiS	sanA
sanA-yeiS	yeiS
sapABCDF	sapA
sapABCDF	sapB
sapABCDF	sapC
sapABCDF	sapD
sapABCDF	sapF
sapF	sapF
satP	satP
sbcB	sbcB
sbcC	sbcC
sbcDC	sbcD
sbcDC	sbcC
sbmA-yaiW	sbmA
sbmA-yaiW	yaiW
sbmC	sbmC
sbp	sbp
scpA-argK-scpBC	scpA
scpA-argK-scpBC	argK
scpA-argK-scpBC	scpB
scpA-argK-scpBC	scpC
sdaA	sdaA
sdaCB	sdaC
sdaCB	sdaB
sdhCDAB-sucABCD	sdhC
sdhCDAB-sucABCD	sdhD
sdhCDAB-sucABCD	sdhA
sdhCDAB-sucABCD	sdhB
sdhCDAB-sucABCD	sucA
sdhCDAB-sucABCD	sucB
sdhCDAB-sucABCD	sucC
sdhCDAB-sucABCD	sucD
sdhDAB	sdhD
sdhDAB	sdhA
sdhDAB	sdhB
sucAB	sucA
sucAB	sucB
sucABCD	sucA
sucABCD	sucB
sucABCD	sucC
sucABCD	sucD
sdhE-cptA	sdhE
sdhE-cptA	cptA
sdiA	sdiA
sdsR	sdsR
gpsA	gpsA
secB-gpsA	secB
secB-gpsA	gpsA
secE-nusG	secE
secE-nusG	nusG
leuU	leuU
secG	secG
secG-leuU	secG
secG-leuU	leuU
secMA-mutT	secM
secMA-mutT	secA
secMA-mutT	mutT
selAB	selA
selAB	selB
selB	selB
selC	selC
seqA-pgm	seqA
seqA-pgm	pgm
serA	serA
radA-nadR	radA
radA-nadR	nadR
serB	serB
serB-radA	serB
serB-radA	radA
serC	serC
serC-aroA	serC
serC-aroA	aroA
serS	serS
