TU	Gene
rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM	rfe,wzzE,rffE,rffD,rffG,rffH,rffC,rffA,wzxE,rffT,wzyE,rffM
rhaBAD	rhaB,rhaA,rhaD
rhaD	rhaD
rhaM	rhaM
rhaSR	rhaS,rhaR
rhaT	rhaT
rhlB	rhlB
rhlE	rhlE
rhoL	rhoL
rhoL-rho	rhoL,rho
rhsA-yibA	rhsA,yibA
yibA	yibA
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsB	rhsB
rhsC-ybfB	rhsC,ybfB
rhsD-ybbC-ylbH-ybbD	rhsD,ybbC,ylbH,ybbD
rhsE-ydcD	rhsE,ydcD
rhtA	rhtA
rhtB	rhtB
rhtC	rhtC
ribA	ribA
ribA	ribA
ribC	ribC
ileS-lspA-fkpB-ispH	ileS,lspA,fkpB,ispH
ileS-lspA-fkpB-ispH	ileS,lspA,fkpB,ispH
ileS-lspA-fkpB-ispH	ileS,lspA,fkpB,ispH
lspA-fkpB-ispH	lspA,fkpB,ispH
ribF-ileS-lspA-fkpB-ispH	ribF,ileS,lspA,fkpB,ispH
ridA	ridA
rihA	rihA
rihB	rihB
rihC	rihC
rimJ	rimJ
rimL	rimL
rimO	rimO
rlmA	rlmA
rlmD	rlmD
ftsH	ftsH
ftsH	ftsH
rlmE-ftsH	rlmE,ftsH
rlmE-ftsH	rlmE,ftsH
rlmF	rlmF
rlmF	rlmF
rlmG	rlmG
rlmI	rlmI
rlmJ	rlmJ
rlmL-uup	rlmL,uup
rlmM	rlmM
rlmN	rlmN
rluB	rluB
rluC	rluC
rluD-yfiH	rluD,yfiH
nudJ	nudJ
rluE-nudJ	rluE,nudJ
rluF	rluF
rluF	rluF
rmf	rmf
rmf	rmf
rmf	rmf
rmuC	rmuC
rna	rna
rnb	rnb
rnb	rnb
acpS	acpS
acpS	acpS
pdxJ-acpS	pdxJ,acpS
rnc-era	rnc,era
rnc-era-recO-pdxJ-acpS	rnc,era,recO,pdxJ,acpS
rnd	rnd
rne	rne
rne	rne
rne	rne
rne	rne
rnhA	rnhA
rnk	rnk
rnk	rnk
rnlA	rnlA
rnlAB	rnlA,rnlB
rnlB	rnlB
rnlB	rnlB
lhr	lhr
rnt-lhr	rnt,lhr
rob	rob
rodZ	rodZ
rodZ	rodZ
pyrE	pyrE
rph	rph
rph-pyrE	rph,pyrE
rpiA	rpiA
rpiB	rpiB
alsBACE	alsB,alsA,alsC,alsE
alsE	alsE
alsE	alsE
rpiR-alsBACE	rpiR,alsB,alsA,alsC,alsE
rpiR-alsBACE	rpiR,alsB,alsA,alsC,alsE
rplJL-rpoBC	rplJ,rplL,rpoB,rpoC
rplKAJL-rpoBC	rplK,rplA,rplJ,rplL,rpoB,rpoC
rplL	rplL
rpoBC	rpoB,rpoC
rplM-rpsI	rplM,rpsI
rpsI	rpsI
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rpmD,rplO,secY,rpmJ
rplU-rpmA	rplU,rpmA
rpmA	rpmA
rplY	rplY
rplY	rplY
rplY	rplY
rpmE	rpmE
rpmH-rnpA	rpmH,rnpA
rpmH-rnpA	rpmH,rnpA
rpmH-rnpA	rpmH,rnpA
rpoE-rseABC	rpoE,rseA,rseB,rseC
rpoE-rseABC	rpoE,rseA,rseB,rseC
rseABC	rseA,rseB,rseC
rpoH	rpoH
rpoH	rpoH
rpoH	rpoH
rpoH	rpoH
rpoH	rpoH
recG	recG
rpoZ-spoT-trmH-recG	rpoZ,spoT,trmH,recG
rppH-ptsP	rppH,ptsP
rprA	rprA
rpsF-priB-rpsR-rplI	rpsF,priB,rpsR,rplI
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsJ,rplC,rplD,rplW,rplB,rpsS,rplV,rpsC,rplP,rpmC,rpsQ
fusA-tufA	fusA,tufA
rpsLG-fusA-tufA	rpsL,rpsG,fusA,tufA
tufA	tufA
tufA	tufA
rpsMKD-rpoA-rplQ	rpsM,rpsK,rpsD,rpoA,rplQ
rpsMKD-rpoA-rplQ	rpsM,rpsK,rpsD,rpoA,rplQ
rplS	rplS
rpsP-rimM-trmD-rplS	rpsP,rimM,trmD,rplS
rpsT	rpsT
rpsT	rpsT
rpoD	rpoD
rpoD	rpoD
rpoD	rpoD
rpoD	rpoD
rpsU	rpsU
rpsU-dnaG-rpoD	rpsU,dnaG,rpoD
rpsU-dnaG-rpoD	rpsU,dnaG,rpoD
rpsU-dnaG-rpoD	rpsU,dnaG,rpoD
rraB	rraB
rraB	rraB
rrlA-rrfA	rrlA,rrfA
rrsA-ileT-alaT-rrlA-rrfA	rrsA,ileT,alaT,rrlA,rrfA
rrsA-ileT-alaT-rrlA-rrfA	rrsA,ileT,alaT,rrlA,rrfA
rrlB-rrfB	rrlB,rrfB
rrsB-gltT-rrlB-rrfB	rrsB,gltT,rrlB,rrfB
rrsB-gltT-rrlB-rrfB	rrsB,gltT,rrlB,rrfB
rrsC-gltU-rrlC-rrfC	rrsC,gltU,rrlC,rrfC
rrsC-gltU-rrlC-rrfC	rrsC,gltU,rrlC,rrfC
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD,ileU,alaU,rrlD,rrfD,thrV,rrfF
rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD,ileU,alaU,rrlD,rrfD,thrV,rrfF
thrV-rrfF	thrV,rrfF
rrlE-rrfE	rrlE,rrfE
rrsE-gltV-rrlE-rrfE	rrsE,gltV,rrlE,rrfE
rrsE-gltV-rrlE-rrfE	rrsE,gltV,rrlE,rrfE
rrfG	rrfG
rrsG-gltW-rrlG-rrfG	rrsG,gltW,rrlG,rrfG
rrsG-gltW-rrlG-rrfG	rrsG,gltW,rrlG,rrfG
rrlH-rrfH	rrlH,rrfH
rrsH-ileV-alaV-rrlH-rrfH	rrsH,ileV,alaV,rrlH,rrfH
rrsH-ileV-alaV-rrlH-rrfH	rrsH,ileV,alaV,rrlH,rrfH
rsd	rsd
rsd	rsd
rseP	rseP
rseX	rseX
rlpA	rlpA
rlpA	rlpA
rsfS-rlmH-mrdAB-rlpA	rsfS,rlmH,mrdA,mrdB,rlpA
rsgA	rsgA
rsmB	rsmB
rsmC	rsmC
rsmC	rsmC
rsmD-yhhL	rsmD,yhhL
rsmD-yhhL	rsmD,yhhL
rsmD-yhhL	rsmD,yhhL
rsmE-gshB	rsmE,gshB
rsmE-gshB	rsmE,gshB
rsmF	rsmF
rsmI	rsmI
rsmI	rsmI
rspAB	rspA,rspB
rssAB	rssA,rssB
rssB	rssB
rstAB	rstA,rstB
rsuA	rsuA
rsuA	rsuA
rtcA	rtcA
rtcA	rtcA
rtcA	rtcA
rtcBA	rtcB,rtcA
rtcR	rtcR
rtn	rtn
rttR	rttR
rutABCDEFG	rutA,rutB,rutC,rutD,rutE,rutF,rutG
rutG	rutG
rutR	rutR
rutR	rutR
ruvAB	ruvA,ruvB
ruvAB	ruvA,ruvB
ruvB	ruvB
ruvB	ruvB
ruvB	ruvB
rybA-mntS	rybA,mntS
rybB	rybB
rydB	rydB
rydB	rydB
rydC	rydC
ryeA	ryeA
ryfA	ryfA
ryfD	ryfD
ryhB	ryhB
ryjA	ryjA
ryjB	ryjB
rzoD	rzoD
rzoR	rzoR
sad	sad
safA-ydeO	safA,ydeO
ydeO	ydeO
sanA-yeiS	sanA,yeiS
sapABCDF	sapA,sapB,sapC,sapD,sapF
sapF	sapF
satP	satP
sbcB	sbcB
sbcC	sbcC
sbcDC	sbcD,sbcC
sbmA-yaiW	sbmA,yaiW
sbmC	sbmC
sbmC	sbmC
sbp	sbp
scpA-argK-scpBC	scpA,argK,scpB,scpC
sdaA	sdaA
sdaCB	sdaC,sdaB
sdhCDAB-sucABCD	sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD
sdhDAB	sdhD,sdhA,sdhB
sucAB	sucA,sucB
sucABCD	sucA,sucB,sucC,sucD
sdhE-cptA	sdhE,cptA
sdiA	sdiA
sdiA	sdiA
sdiA	sdiA
sdiA	sdiA
sdiA	sdiA
sdiA	sdiA
sdsR	sdsR
gpsA	gpsA
gpsA	gpsA
secB-gpsA	secB,gpsA
secE-nusG	secE,nusG
leuU	leuU
secG	secG
secG-leuU	secG,leuU
secG-leuU	secG,leuU
secMA-mutT	secM,secA,mutT
selAB	selA,selB
selB	selB
selC	selC
seqA-pgm	seqA,pgm
serA	serA
serA	serA
radA-nadR	radA,nadR
serB	serB
serB-radA	serB,radA
serC	serC
serC-aroA	serC,aroA
serS	serS
serT	serT
serU	serU
argQ	argQ
serV-argVYZQ	serV,argV,argY,argZ,argQ
serW	serW
serX	serX
setB	setB
setB	setB
setC	setC
setC	setC
setC	setC
setC	setC
sfmA	sfmA
sfmA	sfmA
sfmCD	sfmC,sfmD
sfmCD	sfmC,sfmD
sfmHF	sfmH,sfmF
dksA-gluQ	dksA,gluQ
dksA-gluQ	dksA,gluQ
dksA-gluQ	dksA,gluQ
gluQ	gluQ
sfsA-dksA	sfsA,dksA
sfsB	sfsB
sfsB	sfsB
sgcXBCQAER	sgcX,sgcB,sgcC,sgcQ,sgcA,sgcE,sgcR
sgrR-sroA-tbpA-thiPQ	sgrR,sroA,tbpA,thiP,thiQ
sroA	sroA
thiQ	thiQ
sgrST-setA	sgrS,sgrT,setA
shiA	shiA
shiA	shiA
shoB	shoB
sibA	sibA
sibB	sibB
sibC	sibC
sibD	sibD
sibE	sibE
sieB	sieB
sixA	sixA
slp-dctR	slp,dctR
slt	slt
slyA	slyA
slyA	slyA
slyA	slyA
slyB	slyB
slyB	slyB
slyD	slyD
slyD	slyD
slyD	slyD
slyX	slyX
smf	smf
smg	smg
smpB	smpB
smrA	smrA
smrB	smrB
smrB	smrB
smtA-mukFEB	smtA,mukF,mukE,mukB
sodA	sodA
sodB	sodB
sodC	sodC
sohB	sohB
sohB	sohB
sokB	sokB
sokC	sokC
solA-yceO	solA,yceO
yceO	yceO
yceO	yceO
yceO	yceO
soxR	soxR
soxS	soxS
speAB	speA,speB
speB	speB
speC	speC
potE	potE
speF-potE	speF,potE
spf	spf
sppA	sppA
spy	spy
sraA	sraA
sraB	sraB
srlAEBD-gutM-srlR-gutQ	srlA,srlE,srlB,srlD,gutM,srlR,gutQ
srlR	srlR
srmB	srmB
sroG-ribB	sroG,ribB
sroH	sroH
ssb	ssb
ssb	ssb
ssb	ssb
sseA	sseA
sseB	sseB
sspAB	sspA,sspB
ssrA	ssrA
ssrA	ssrA
ssrS	ssrS
ssrS	ssrS
ssrS-fau	ssrS,fau
ssrS-fau	ssrS,fau
sstT	sstT
ssuB	ssuB
ssuEADCB	ssuE,ssuA,ssuD,ssuC,ssuB
stfE-tfaE	stfE,tfaE
tfaE	tfaE
tfaE	tfaE
sthA	sthA
stpA	stpA
stpA	stpA
stpA	stpA
sufABCDSE	sufA,sufB,sufC,sufD,sufS,sufE
sufE	sufE
sugE	sugE
suhB	suhB
sulA	sulA
sxy	sxy
syd	syd
symE	symE
symR	symR
tabA	tabA
tabA	tabA
tag-yiaC	tag,yiaC
talA	talA
talA-tktB	talA,tktB
talA-tktB	talA,tktB
tktB	tktB
talB	talB
tamAB-ytfP	tamA,tamB,ytfP
tar-tap-cheRBYZ	tar,tap,cheR,cheB,cheY,cheZ
tas	tas
tatABC	tatA,tatB,tatC
tatABCD	tatA,tatB,tatC,tatD
tatD	tatD
tatE	tatE
tauABCD	tauA,tauB,tauC,tauD
tcdA	tcdA
tdcABCDEFG	tdcA,tdcB,tdcC,tdcD,tdcE,tdcF,tdcG
tdcBCDEFG	tdcB,tdcC,tdcD,tdcE,tdcF,tdcG
tdcG	tdcG
tdcR	tdcR
tdcR	tdcR
tdcR	tdcR
tdcR	tdcR
tdcR	tdcR
tdk	tdk
tdk	tdk
tehAB	tehA,tehB
tesA-ybbO	tesA,ybbO
ybbO	ybbO
tesB	tesB
tfaD	tfaD
tfaS	tfaS
tfaX	tfaX
tff-rpsB-tsf	tff,rpsB,tsf
tgt-yajC	tgt,yajC
yajC-secDF	yajC,secD,secF
thiCEFSGH	thiC,thiE,thiF,thiS,thiG,thiH
thiI	thiI
thiD	thiD
thiMD	thiM,thiD
thrL	thrL
thrLABC	thrL,thrA,thrB,thrC
ihfA	ihfA
infC	infC
infC-rpmI-rplT	infC,rpmI,rplT
pheM	pheM
pheMST-ihfA	pheM,pheS,pheT,ihfA
rplT	rplT
rplT-pheM	rplT,pheM
rpmI-rplT	rpmI,rplT
thrS-infC	thrS,infC
thrS-infC-rpmI-rplT-pheMST-ihfA	thrS,infC,rpmI,rplT,pheM,pheS,pheT,ihfA
thrU-tyrU-glyT-thrT-tufB	thrU,tyrU,glyT,thrT,tufB
thrW	thrW
tig	tig
tig	tig
tig	tig
tilS	tilS
tisB	tisB
tktA	tktA
tldD	tldD
tldD	tldD
tnaC	tnaC
tnaCAB	tnaC,tnaA,tnaB
tolB-pal-ybgF	tolB,pal,ybgF
tolB-pal-ybgF	tolB,pal,ybgF
tolC-ygiABC	tolC,ygiA,ygiB,ygiC
tolC-ygiABC	tolC,ygiA,ygiB,ygiC
tolC-ygiABC	tolC,ygiA,ygiB,ygiC
tolC-ygiABC	tolC,ygiA,ygiB,ygiC
hha	hha
tomB-hha	tomB,hha
tonB	tonB
topA	topA
topA	topA
topA	topA
topA	topA
topA	topA
torCAD	torC,torA,torD
torI	torI
torR	torR
torS	torS
torT	torT
torT	torT
torT	torT
torYZ	torY,torZ
tp2	tp2
tpiA	tpiA
tpiA	tpiA
tpke70	tpke70
tppB	tppB
tpx	tpx
tqsA	tqsA
treA	treA
treBC	treB,treC
treF	treF
treR	treR
treR	treR
treR	treR
treR	treR
trg	trg
trkA	trkA
trkG	trkG
trkG	trkG
trkG	trkG
trmA	trmA
trmI-yggL	trmI,yggL
yggL	yggL
yggL	yggL
trmJ	trmJ
trmL	trmL
trpA	trpA
trpA	trpA
trpA	trpA
trpA	trpA
trpCBA	trpC,trpB,trpA
trpL	trpL
trpLEDCBA	trpL,trpE,trpD,trpC,trpB,trpA
trpR	trpR
trpT	trpT
truD	truD
trxA	trxA
trxA	trxA
trxB	trxB
trxC	trxC
tsaB-yeaY	tsaB,yeaY
yeaY	yeaY
tsaD	tsaD
tsaD	tsaD
tsgA	tsgA
tsr	tsr
tsr	tsr
tsx	tsx
tsx	tsx
ttcA	ttcA
ttdABT	ttdA,ttdB,ttdT
ttdR	ttdR
tus	tus
tusA	tusA
tusE	tusE
tynA	tynA
tynA	tynA
typA	typA
typA	typA
tyrB	tyrB
tyrP	tyrP
tyrP	tyrP
tpr	tpr
tyrTV-tpr	tyrT,tyrV,tpr
tyrV-tpr	tyrV,tpr
uacT	uacT
ubiCA	ubiC,ubiA
ubiD	ubiD
ubiD	ubiD
ubiEJB	ubiE,ubiJ,ubiB
ubiEJB	ubiE,ubiJ,ubiB
ubiF	ubiF
ubiG	ubiG
ucpA	ucpA
ucpA	ucpA
dcd	dcd
udk-dcd	udk,dcd
udp	udp
ugd	ugd
ugpBAECQ	ugpB,ugpA,ugpE,ugpC,ugpQ
ugpBAECQ	ugpB,ugpA,ugpE,ugpC,ugpQ
ugpQ	ugpQ
uhpT	uhpT
uidABC	uidA,uidB,uidC
uidC	uidC
uidC	uidC
uidR	uidR
ulaABCDEF	ulaA,ulaB,ulaC,ulaD,ulaE,ulaF
ulaG	ulaG
ulaR	ulaR
umpG-pcm	umpG,pcm
umuDC	umuD,umuC
ung	ung
upp-uraA	upp,uraA
ushA	ushA
uspA	uspA
uspA	uspA
uspA	uspA
uspB	uspB
uspC	uspC
uspC	uspC
uspC	uspC
uspC	uspC
uspC	uspC
uspC	uspC
uspE	uspE
uspF	uspF
uspG	uspG
uvrA	uvrA
uvrB	uvrB
uvrB	uvrB
uvrB	uvrB
uvrD	uvrD
uvrD	uvrD
uvrC	uvrC
uvrYC	uvrY,uvrC
uxaB	uxaB
uxaB	uxaB
uxaCA	uxaC,uxaA
uxaCA	uxaC,uxaA
uxuAB	uxuA,uxuB
uxuR	uxuR
valUXY-lysV	valU,valX,valY,lysV
valVW	valV,valW
valZ-lysY	valZ,lysY
ves	ves
waaA	waaA
waaA	waaA
waaA-coaD	waaA,coaD
waaH	waaH
waaH	waaH
waaQGPSBIJYZU	waaQ,waaG,waaP,waaS,waaB,waaI,waaJ,waaY,waaZ,waaU
waaQGPSBIJYZU	waaQ,waaG,waaP,waaS,waaB,waaI,waaJ,waaY,waaZ,waaU
waaU	waaU
waaU	waaU
waaU	waaU
waaU	waaU
waaYZ	waaY,waaZ
waaZU	waaZ,waaU
wbbIJK	wbbI,wbbJ,wbbK
wbbK	wbbK
wbbL_2	wbbL_2
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	wcaC,wcaD,wcaE,wcaF,gmd,fcl,gmm,wcaI,cpsB,cpsG,wcaJ,wzxC
wzxC	wzxC
wcaKLM	wcaK,wcaL,wcaM
wcaM	wcaM
wecH	wecH
wrbA-yccJ	wrbA,yccJ
wza-wzb-wzc	wza,wzb,wzc
wza-wzb-wzc-wcaAB	wza,wzb,wzc,wcaA,wcaB
wzzB	wzzB
wzzB	wzzB
wzzB	wzzB
wzzB	wzzB
xanP	xanP
xanP	xanP
xanQ-guaD-ghxQ	xanQ,guaD,ghxQ
xapAB	xapA,xapB
xapR	xapR
xapR	xapR
xdhABC	xdhA,xdhB,xdhC
xdhABC	xdhA,xdhB,xdhC
dsbC	dsbC
dsbC-recJ-prfB	dsbC,recJ,prfB
prfB-lysS	prfB,lysS
xerD	xerD
xerD-dsbC-recJ	xerD,dsbC,recJ
xseA	xseA
xseB-ispA-dxs-yajO	xseB,ispA,dxs,yajO
yajO	yajO
xthA	xthA
xylAB	xylA,xylB
xylE	xylE
xylE	xylE
xylFGHR	xylF,xylG,xylH,xylR
xylR	xylR
yaaA	yaaA
yaaA	yaaA
yaaI	yaaI
yaaI	yaaI
yaaI	yaaI
yaaJ	yaaJ
yaaU	yaaU
yaaW	yaaW
yaaX	yaaX
yabI	yabI
yabPQ	yabP,yabQ
yacC-speED	yacC,speE,speD
yacH	yacH
yacH	yacH
yacL	yacL
yadD	yadD
yadD	yadD
yadD	yadD
yadE	yadE
yadE	yadE
yadGH	yadG,yadH
yadI	yadI
yadC	yadC
yadMLKC	yadM,yadL,yadK,yadC
yadN	yadN
yadN	yadN
yadN	yadN
htrE	htrE
htrE	htrE
yadV-htrE	yadV,htrE
yadV-htrE	yadV,htrE
yadV-htrE	yadV,htrE
yaeF	yaeF
yaeH	yaeH
yaeI	yaeI
yaeP-rof	yaeP,rof
yaeQ-arfB-nlpE	yaeQ,arfB,nlpE
yaeQ-arfB-nlpE	yaeQ,arfB,nlpE
yaeQ-arfB-nlpE	yaeQ,arfB,nlpE
yaeR	yaeR
yafC	yafC
yafDE	yafD,yafE
yafF	yafF
yafJ	yafJ
yafK	yafK
yafL	yafL
yafS	yafS
yafT	yafT
yafT	yafT
yafT	yafT
yafU	yafU
yafV	yafV
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	yafY,ykfB,ykfF,yafX,ykfG,ykfH,yafW,ykfI
ykfBF-yafX-ykfGH-yafW-ykfI	ykfB,ykfF,yafX,ykfG,ykfH,yafW,ykfI
ykfBF-yafX-ykfGH-yafW-ykfI	ykfB,ykfF,yafX,ykfG,ykfH,yafW,ykfI
ykfGH-yafW-ykfI	ykfG,ykfH,yafW,ykfI
ykfI	ykfI
yagAB-ykgN	yagA,yagB,ykgN
yagEF	yagE,yagF
yagEF	yagE,yagF
yagGH	yagG,yagH
yagGH	yagG,yagH
yagGH	yagG,yagH
yagGH	yagG,yagH
yagI	yagI
yagJ	yagJ
yagK	yagK
yagL	yagL
yagML	yagM,yagL
yagN	yagN
yagN	yagN
yagN	yagN
yagN	yagN
yagP	yagP
yagU	yagU
yahA	yahA
yahA	yahA
yahB	yahB
yahC	yahC
yahDEFG	yahD,yahE,yahF,yahG
yahE	yahE
yahH	yahH
yahIJ	yahI,yahJ
yahK	yahK
yahL	yahL
yahM	yahM
yahM	yahM
yahN	yahN
yahN	yahN
yahO	yahO
yaiE	yaiE
yaiF	yaiF
yaiI	yaiI
yaiI	yaiI
yaiI	yaiI
yaiL	yaiL
yaiP	yaiP
yaiS	yaiS
yaiS	yaiS
yaiS	yaiS
yaiS	yaiS
yaiT	yaiT
yaiU	yaiU
yaiV	yaiV
yaiO	yaiO
yaiO	yaiO
yaiO	yaiO
yaiXO	yaiX,yaiO
yaiY	yaiY
yaiY	yaiY
yaiZ	yaiZ
yaiZ	yaiZ
yajD	yajD
yajD	yajD
yajG	yajG
yajI	yajI
yajQ	yajQ
yajR	yajR
ybaA	ybaA
ybaB-recR	ybaB,recR
ybaE	ybaE
ybaK	ybaK
ybaL	ybaL
ybaN	ybaN
ybaN	ybaN
ybaN	ybaN
ybaN	ybaN
ybaO	ybaO
ybaP	ybaP
ybaP	ybaP
ybaP	ybaP
ybaQ	ybaQ
ybaQ	ybaQ
ybaST	ybaS,ybaT
ybaV	ybaV
ybaY	ybaY
ybbAP	ybbA,ybbP
ybbB	ybbB
ybbB	ybbB
ybbN	ybbN
ybbN	ybbN
ybcC	ybcC
ybcD	ybcD
ybcH	ybcH
ybcI	ybcI
ybcK	ybcK
ybcK	ybcK
ybcK	ybcK
ybcLM	ybcL,ybcM
ybcLM	ybcL,ybcM
ybcN-ninE-ybcO-rusA-ylcG	ybcN,ninE,ybcO,rusA,ylcG
ybcN-ninE-ybcO-rusA-ylcG	ybcN,ninE,ybcO,rusA,ylcG
ybcQ	ybcQ
ybcV	ybcV
ybcW	ybcW
ybcW	ybcW
ybcY	ybcY
ybdD	ybdD
ybdF	ybdF
ybdG	ybdG
ybdH	ybdH
ybdH	ybdH
ybdJ	ybdJ
ybdJ	ybdJ
ybdJ	ybdJ
ybdJ	ybdJ
ybdK	ybdK
ybdL	ybdL
ybdM	ybdM
ybdN	ybdN
ybdO	ybdO
ybdR	ybdR
lipB	lipB
lipB	lipB
ybeD	ybeD
ybeD-lipB	ybeD,lipB
ybeF	ybeF
ybeF	ybeF
ybeF	ybeF
ybeF	ybeF
ybeL	ybeL
ybeM_1M_2	ybeM_1,ybeM_2
ybeQ	ybeQ
ybeQ	ybeQ
ybeQ	ybeQ
ybeQ	ybeQ
ybeQ	ybeQ
ybeQ	ybeQ
ybeR-djlB	ybeR,djlB
ybeR-djlB	ybeR,djlB
ybeR-djlB	ybeR,djlB
ybeT	ybeT
ybeU-djlC	ybeU,djlC
ybeU-djlC	ybeU,djlC
lnt	lnt
ybeX-lnt	ybeX,lnt
ybeZY	ybeZ,ybeY
ybeZYX-lnt	ybeZ,ybeY,ybeX,lnt
ybfA	ybfA
ybfA	ybfA
ybfD	ybfD
ybfE	ybfE
ybfF	ybfF
ybfHG	ybfH,ybfG
ybfL	ybfL
ybfOC	ybfO,ybfC
ybfP	ybfP
ybfQ	ybfQ
phr	phr
ybgA-phr	ybgA,phr
ybgA-phr	ybgA,phr
ybgC-tolQRA	ybgC,tolQ,tolR,tolA
ybgC-tolQRA	ybgC,tolQ,tolR,tolA
ybgD	ybgD
ybgIJKL-nei	ybgI,ybgJ,ybgK,ybgL,nei
ybgIJKL-nei	ybgI,ybgJ,ybgK,ybgL,nei
ybgO	ybgO
ybgO	ybgO
ybgQPO	ybgQ,ybgP,ybgO
ybgS	ybgS
ybgS	ybgS
ybgS	ybgS
ybgS	ybgS
ybgS	ybgS
ybhA	ybhA
ybhA	ybhA
ybhB	ybhB
ybhB	ybhB
ybhC	ybhC
ybhD	ybhD
ybhD	ybhD
ybhH	ybhH
ybhH	ybhH
ybhI	ybhI
ybhJ	ybhJ
ybhK	ybhK
ybhL	ybhL
ybhM	ybhM
ybhN	ybhN
ybhP-clsB-ybhN	ybhP,clsB,ybhN
ybhQ	ybhQ
ybiA	ybiA
ybiB	ybiB
ybiC	ybiC
ybiH-ybhGFSR	ybiH,ybhG,ybhF,ybhS,ybhR
ybiI	ybiI
ybiJ	ybiJ
ybiO	ybiO
ybiO	ybiO
ybiS	ybiS
ybiT	ybiT
ybiU	ybiU
ybiU	ybiU
ybiU	ybiU
ybiV	ybiV
ybiX	ybiX
ybiW	ybiW
ybiYW	ybiY,ybiW
rimK-ybjN	rimK,ybjN
ybjC-nfsA-rimK-ybjN	ybjC,nfsA,rimK,ybjN
ybjN	ybjN
ybjD	ybjD
ybjE	ybjE
ybjE	ybjE
ybjG	ybjG
ybjH	ybjH
ybjJI	ybjJ,ybjI
ybjL	ybjL
ybjL	ybjL
ybjM	ybjM
ybjM	ybjM
ybjO-rlmC	ybjO,rlmC
ybjO-rlmC	ybjO,rlmC
ybjP	ybjP
ybjQ-amiD	ybjQ,amiD
ybjS	ybjS
ybjX	ybjX
ycaC	ycaC
ycaD	ycaD
ycaD	ycaD
ycaI-msbA-lpxK-ycaQ	ycaI,msbA,lpxK,ycaQ
ycaI-msbA-lpxK-ycaQ	ycaI,msbA,lpxK,ycaQ
ycaI-msbA-lpxK-ycaQ	ycaI,msbA,lpxK,ycaQ
ycaK	ycaK
ycaK	ycaK
ycaK	ycaK
ycaL	ycaL
ycaL	ycaL
ycaL	ycaL
ycaL	ycaL
ycaM	ycaM
ycaM	ycaM
ycaM	ycaM
ycaM	ycaM
ycaN	ycaN
ycaO	ycaO
ycaP	ycaP
ycaR-kdsB	ycaR,kdsB
ycbB	ycbB
ycbJ	ycbJ
ycbKL	ycbK,ycbL
ycbX	ycbX
ycbZ	ycbZ
yccA	yccA
yccE	yccE
yccFS	yccF,yccS
yccS	yccS
yccS	yccS
yccM	yccM
yccT	yccT
yccT	yccT
yccU	yccU
yccX	yccX
yccX	yccX
yccX	yccX
ycdT	ycdT
ycdXY	ycdX,ycdY
ycdZ	ycdZ
yceA	yceA
yceB	yceB
acpP	acpP
acpP-fabF	acpP,fabF
fabDG-acpP	fabD,fabG,acpP
fabF	fabF
fabG-acpP	fabG,acpP
fabHDG	fabH,fabD,fabG
plsX-fabHDG	plsX,fabH,fabD,fabG
rpmF-plsX-fabHDG	rpmF,plsX,fabH,fabD,fabG
yceD-rpmF	yceD,rpmF
yceD-rpmF	yceD,rpmF
yceF	yceF
yceF	yceF
yceF	yceF
yceF	yceF
yceH	yceH
yceH	yceH
yceI	yceI
yceJI	yceJ,yceI
yceK	yceK
yceM	yceM
yceQ	yceQ
ycfD	ycfD
ycfD	ycfD
ycfJ	ycfJ
ycfS	ycfS
ycfT	ycfT
ycfT	ycfT
ycgB	ycgB
ycgG	ycgG
ycgH_1	ycgH_1
ycgH_2	ycgH_2
ycgJ	ycgJ
ycgL	ycgL
ycgM	ycgM
ycgN	ycgN
ycgN	ycgN
ycgN	ycgN
ycgR	ycgR
ycgV	ycgV
ycgV	ycgV
ycgX	ycgX
ycgX	ycgX
ycgY	ycgY
ycgY	ycgY
ycgZ	ycgZ
ycgZ-ymgA-ariR-ymgC	ycgZ,ymgA,ariR,ymgC
ymgA-ariR	ymgA,ariR
ymgC	ymgC
ychE	ychE
ychE_2-yhcF	ychE_2,yhcF
yhcF	yhcF
yhcF	yhcF
yhcF	yhcF
ychG_1G_2	ychG_1,ychG_2
ychH	ychH
ychJ	ychJ
ychN	ychN
ychO	ychO
kdsA	kdsA
ychQA-kdsA	ychQ,ychA,kdsA
ychS	ychS
yciA	yciA
yciB	yciB
yciCB	yciC,yciB
yciE	yciE
yciE	yciE
yciE	yciE
yciE	yciE
yciG	yciG
yciGFE	yciG,yciF,yciE
yciI	yciI
yciK-btuR	yciK,btuR
yciN	yciN
yciN	yciN
yciN	yciN
yciN	yciN
