TU	Gene
holD-rimI-yjjG	holD,rimI,yjjG
holE	holE
holE	holE
holE	holE
hpt	hpt
hrpA	hrpA
hrpB	hrpB
hscBA-fdx-iscX	hscB,hscA,fdx,iscX
iscX	iscX
hscC	hscC
hscC	hscC
hsdMS	hsdM,hsdS
hsdRMS	hsdR,hsdM,hsdS
hsdS	hsdS
hslJ	hslJ
hslVU	hslV,hslU
hspQ	hspQ
htgA	htgA
htgA	htgA
htpG	htpG
htpG	htpG
htpG	htpG
htpX	htpX
htrL	htrL
htrL	htrL
htrL	htrL
hupA	hupA
hupB	hupB
hupB	hupB
hupB	hupB
hupB	hupB
hyaABCDEF	hyaA,hyaB,hyaC,hyaD,hyaE,hyaF
hybOABCDEFG	hybO,hybA,hybB,hybC,hybD,hybE,hybF,hybG
hycABCDEFGHI	hycA,hycB,hycC,hycD,hycE,hycF,hycG,hycH,hycI
hycI	hycI
hydN-hypF	hydN,hypF
hypF	hypF
hypF	hypF
hypF	hypF
hyfABCDEFGHIJR-focB	hyfA,hyfB,hyfC,hyfD,hyfE,hyfF,hyfG,hyfH,hyfI,hyfJ,hyfR,focB
hypABCDE	hypA,hypB,hypC,hypD,hypE
hypABCDE-fhlA	hypA,hypB,hypC,hypD,hypE,fhlA
hypBCDE	hypB,hypC,hypD,hypE
hypBCDE-fhlA	hypB,hypC,hypD,hypE,fhlA
hypT	hypT
hyuA	hyuA
hyuA	hyuA
iaaA-gsiABCD	iaaA,gsiA,gsiB,gsiC,gsiD
iap	iap
iap	iap
ibaG	ibaG
ibaG	ibaG
ibaG	ibaG
ibaG-murA	ibaG,murA
murA	murA
ibpAB	ibpA,ibpB
ibpB	ibpB
icd	icd
icd	icd
icdC	icdC
iclR	iclR
idi	idi
idi	idi
idi	idi
idi	idi
idnDOTR	idnD,idnO,idnT,idnR
idnR	idnR
idnK	idnK
ileX	ileX
ileY	ileY
ilvC	ilvC
ilvIH	ilvI,ilvH
ilvIH	ilvI,ilvH
ilvIH	ilvI,ilvH
ilvIH	ilvI,ilvH
ilvA	ilvA
ilvEDA	ilvE,ilvD,ilvA
ilvL	ilvL
ilvL	ilvL
ilvLXG_1G_2MEDA	ilvL,ilvX,ilvG_1,ilvG_2,ilvM,ilvE,ilvD,ilvA
ilvLXG_1G_2MEDA	ilvL,ilvX,ilvG_1,ilvG_2,ilvM,ilvE,ilvD,ilvA
ilvY	ilvY
inaA	inaA
infA	infA
infA	infA
insA-4AB-4B-4	insA-4,insAB-4,insB-4
insA-7	insA-7
insA-7	insA-7
insA-1AB-1B-1	insA-1,insAB-1,insB-1
insA-2AB-2B-2-afuBC	insA-2,insAB-2,insB-2,afuB,afuC
insA-3AB-3B-3	insA-3,insAB-3,insB-3
insA-5AB-5B-5	insA-5,insAB-5,insB-5
insB-7_1B-7_2	insB-7_1,insB-7_2
insC-1CD-1D-1	insC-1,insCD-1,insD-1
insC-5CD-5D-5-yqiGHI	insC-5,insCD-5,insD-5,yqiG,yqiH,yqiI
insC-6CD-6D-6	insC-6,insCD-6,insD-6
insC-2CD-2D-2	insC-2,insCD-2,insD-2
insC-3CD-3D-3	insC-3,insCD-3,insD-3
insC-4CD-4D-4-ygeONM	insC-4,insCD-4,insD-4,ygeO,ygeN,ygeM
insE-3EF-3F-3	insE-3,insEF-3,insF-3
insE-5EF-5F-5	insE-5,insEF-5,insF-5
insE-2EF-2F-2	insE-2,insEF-2,insF-2
insEF-2F-2	insEF-2,insF-2
insEF-2F-2	insEF-2,insF-2
insE-4EF-4F-4	insE-4,insEF-4,insF-4
insEF-4F-4	insEF-4,insF-4
insEF-4F-4	insEF-4,insF-4
insG	insG
insH-1	insH-1
insH-10	insH-10
insH-11	insH-11
insH-11	insH-11
insH-2	insH-2
insH-3	insH-3
insH-3	insH-3
insH-3	insH-3
insH-4	insH-4
insH-5	insH-5
insH-6	insH-6
insH-6	insH-6
insH-7	insH-7
insH-7	insH-7
insH-7	insH-7
insH-8	insH-8
insH-9	insH-9
insI-2	insI-2
insJ	insJ
insK	insK
insL-1	insL-1
insL-1	insL-1
insL-2	insL-2
insL-3	insL-3
insI-3	insI-3
insMI-3	insM,insI-3
insN-1I-1O-1	insN-1,insI-1,insO-1
insN-2	insN-2
insO-2-yjhWV	insO-2,yjhW,yjhV
intA	intA
intB	intB
intD	intD
intF	intF
intG	intG
intS	intS
intS	intS
intZ	intZ
iraD	iraD
iraD	iraD
iraM	iraM
iraM	iraM
iraP	iraP
iraP	iraP
iscA	iscA
iscA	iscA
iscRSUA	iscR,iscS,iscU,iscA
ispB	ispB
ispDF	ispD,ispF
ispF	ispF
ispF	ispF
ispG-sroE	ispG,sroE
ispG-sroE	ispG,sroE
ispG-sroE	ispG,sroE
ispU	ispU
ispU	ispU
isrB	isrB
isrC	isrC
istR-1	istR-1
istR-2	istR-2
ivbL	ivbL
ivbL-ilvBN	ivbL,ilvB,ilvN
ivbL-ilvBN-uhpABC	ivbL,ilvB,ilvN,uhpA,uhpB,uhpC
uhpABC	uhpA,uhpB,uhpC
ivy	ivy
ivy	ivy
katE	katE
katG	katG
kbaZ-agaVWA	kbaZ,agaV,agaW,agaA
kbl-tdh	kbl,tdh
kch	kch
kdgK	kdgK
kdgR	kdgR
kdgR	kdgR
kdgR	kdgR
kdgT	kdgT
kdpDE	kdpD,kdpE
kdpE	kdpE
kdpFABC	kdpF,kdpA,kdpB,kdpC
kduD	kduD
kduI	kduI
kefFC	kefF,kefC
kefGB-yheV	kefG,kefB,yheV
yheV	yheV
kgtP	kgtP
kgtP	kgtP
kgtP	kgtP
kilR-ydaE	kilR,ydaE
ydaE	ydaE
kptA	kptA
kup	kup
kup	kup
kup	kup
lacYA	lacY,lacA
lacZYA	lacZ,lacY,lacA
lacZYA	lacZ,lacY,lacA
lacZYA	lacZ,lacY,lacA
lacZYA	lacZ,lacY,lacA
lafU	lafU
ldcA	ldcA
ldcC	ldcC
ldhA	ldhA
ldrA	ldrA
ldrB	ldrB
ldrC	ldrC
ldrD	ldrD
lepAB	lepA,lepB
lepB	lepB
leuE	leuE
leuE	leuE
leuD	leuD
leuL	leuL
leuLABCD	leuL,leuA,leuB,leuC,leuD
leuLABCD	leuL,leuA,leuB,leuC,leuD
leuO	leuO
leuO	leuO
leuO	leuO
leuQPV	leuQ,leuP,leuV
leuV	leuV
cobC	cobC
cobC	cobC
leuS-lptE-holA-nadD-cobC	leuS,lptE,holA,nadD,cobC
leuX	leuX
lexA-dinF	lexA,dinF
lfhA	lfhA
lgt-thyA	lgt,thyA
thyA	thyA
ligA-ypeB	ligA,ypeB
ligB	ligB
ligB	ligB
ligT	ligT
lipA	lipA
lit	lit
lit	lit
lit	lit
livJ	livJ
livKHMGF	livK,livH,livM,livG,livF
livKHMGF	livK,livH,livM,livG,livF
lldPRD	lldP,lldR,lldD
loiP	loiP
lolA-rarA	lolA,rarA
lolB-ispE-prs	lolB,ispE,prs
prs	prs
lolCDE	lolC,lolD,lolE
lolCDE	lolC,lolD,lolE
lomR_2-stfR-tfaR	lomR_2,stfR,tfaR
lpcA	lpcA
lpoA	lpoA
lpp	lpp
lpp	lpp
apaGH	apaG,apaH
apaH	apaH
lptD	lptD
lptD	lptD
lptD-surA-pdxA	lptD,surA,pdxA
pdxA-rsmA	pdxA,rsmA
pdxA-rsmA-apaGH	pdxA,rsmA,apaG,apaH
rsmA-apaGH	rsmA,apaG,apaH
surA-pdxA-rsmA-apaGH	surA,pdxA,rsmA,apaG,apaH
lptFG	lptF,lptG
lptFG	lptF,lptG
lpxL	lpxL
lpxM	lpxM
lpxP	lpxP
lrhA	lrhA
lrp	lrp
lsrACDBFG-tam	lsrA,lsrC,lsrD,lsrB,lsrF,lsrG,tam
tam	tam
lsrK	lsrK
lsrRK	lsrR,lsrK
luxS	luxS
luxS	luxS
lysA	lysA
lysC	lysC
lysC	lysC
lysP	lysP
lysQ	lysQ
lysR	lysR
lysT-valT-lysW	lysT,valT,lysW
lysU	lysU
lysU	lysU
lysZ	lysZ
maa	maa
macAB	macA,macB
macB	macB
macB	macB
maeA	maeA
maeA	maeA
maeB	maeB
mak	mak
malEFG	malE,malF,malG
malI	malI
malK-lamB-malM	malK,lamB,malM
malPQ	malP,malQ
malQ	malQ
malS	malS
malT	malT
malXY	malX,malY
malZ	malZ
manA	manA
manXYZ	manX,manY,manZ
dapD	dapD
glnD	glnD
map-glnD-dapD	map,glnD,dapD
marC	marC
marRAB	marR,marA,marB
matP	matP
mcaS	mcaS
mcbA	mcbA
mcbR	mcbR
mcrA	mcrA
mcrA	mcrA
mcrA	mcrA
mcrA	mcrA
mcrBC	mcrB,mcrC
mcrC	mcrC
mdaB	mdaB
mdaB	mdaB
mdaB	mdaB
mdfA	mdfA
mdfA	mdfA
mdh	mdh
mdh	mdh
mdlAB	mdlA,mdlB
baeSR	baeS,baeR
mdtABCD-baeSR	mdtA,mdtB,mdtC,mdtD,baeS,baeR
mdtG	mdtG
mdtH	mdtH
mdtJI	mdtJ,mdtI
mdtK	mdtK
mdtK	mdtK
mdtL	mdtL
mdtM-yjiN	mdtM,yjiN
mdtNOP	mdtN,mdtO,mdtP
mdtP	mdtP
mdtQ	mdtQ
melAB	melA,melB
melR	melR
menA-rraA	menA,rraA
menA-rraA	menA,rraA
rraA	rraA
menBCE	menB,menC,menE
menDHBCE	menD,menH,menB,menC,menE
menFDHBCE	menF,menD,menH,menB,menC,menE
mepH	mepH
mepM	mepM
mepM	mepM
mepM	mepM
mepS	mepS
metA	metA
metA	metA
metBL	metB,metL
metC	metC
metE	metE
metF	metF
metG	metG
metH	metH
metH	metH
metJ	metJ
metJ	metJ
metJ	metJ
metK	metK
metNIQ	metN,metI,metQ
metR	metR
metR	metR
glnW-metU-glnVX	glnW,metU,glnV,glnX
metT-leuW-glnUW-metU-glnVX	metT,leuW,glnU,glnW,metU,glnV,glnX
metY	metY
metY	metY
metY-rimP-nusA-infB	metY,rimP,nusA,infB
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY,rimP,nusA,infB,rbfA,truB,rpsO,pnp
metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	metY,rimP,nusA,infB,rbfA,truB,rpsO,pnp
pnp	pnp
rimP-nusA-infB	rimP,nusA,infB
rpsO	rpsO
rpsO-pnp	rpsO,pnp
metZWV	metZ,metW,metV
mfd	mfd
mfd	mfd
mglAC	mglA,mglC
mglBAC	mglB,mglA,mglC
mglC	mglC
mglC	mglC
mglC	mglC
mgrB	mgrB
mgrR	mgrR
mgsA	mgsA
mgtLA	mgtL,mgtA
mgtLA	mgtL,mgtA
mhpABCDFE	mhpA,mhpB,mhpC,mhpD,mhpF,mhpE
lacI	lacI
mhpR-lacI	mhpR,lacI
mhpR-lacI	mhpR,lacI
mhpT	mhpT
miaB	miaB
micA	micA
micC	micC
micF	micF
micM	micM
minCDE	minC,minD,minE
minE	minE
mipA	mipA
mlaA	mlaA
mlaFEDCB	mlaF,mlaE,mlaD,mlaC,mlaB
mlc	mlc
mlc-ynfK	mlc,ynfK
ynfK	ynfK
ynfK	ynfK
mliC	mliC
mlrA	mlrA
mlrA	mlrA
mlrA	mlrA
mltA	mltA
mltB	mltB
mltD	mltD
mltD	mltD
mltF	mltF
mmuPM	mmuP,mmuM
mmuPM	mmuP,mmuM
mmuPM	mmuP,mmuM
mmuPM	mmuP,mmuM
mmuPM	mmuP,mmuM
mnaT-ydcZ	mnaT,ydcZ
ydcZ	ydcZ
mngAB	mngA,mngB
mngR	mngR
mnmA	mnmA
mnmC	mnmC
mnmE	mnmE
mntH	mntH
mntP	mntP
mntR-ybiR	mntR,ybiR
mntR-ybiR	mntR,ybiR
mntR-ybiR	mntR,ybiR
mntR-ybiR	mntR,ybiR
moaABCDE	moaA,moaB,moaC,moaD,moaE
moaABCDE	moaA,moaB,moaC,moaD,moaE
moaBCDE	moaB,moaC,moaD,moaE
mobAB	mobA,mobB
mobAB	mobA,mobB
mocA	mocA
modABC	modA,modB,modC
modABC	modA,modB,modC
modEF	modE,modF
moeAB	moeA,moeB
mog	mog
mokB	mokB
hokC	hokC
mokC-hokC	mokC,hokC
molR_1	molR_1
molR_2	molR_2
molR_3-yehI	molR_3,yehI
cheW	cheW
motAB-cheAW	motA,motB,cheA,cheW
mpl	mpl
mpl	mpl
mppA	mppA
mppA	mppA
mppA	mppA
mppA	mppA
mprA-emrAB	mprA,emrA,emrB
mqo	mqo
mqo	mqo
mqo	mqo
mqsA	mqsA
mqsA	mqsA
mqsRA	mqsR,mqsA
mqsRA	mqsR,mqsA
ftsAZ	ftsA,ftsZ
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC
ftsQ	ftsQ
ftsQAZ	ftsQ,ftsA,ftsZ
ftsZ	ftsZ
ftsZ	ftsZ
ftsZ	ftsZ
lpxC	lpxC
lpxC	lpxC
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC
mrcA	mrcA
mrcB	mrcB
mreB	mreB
mreB	mreB
mreB	mreB
mreBCD	mreB,mreC,mreD
mreBCD	mreB,mreC,mreD
mreBCD	mreB,mreC,mreD
mreCD	mreC,mreD
mreD	mreD
mrp	mrp
mrp	mrp
mrr	mrr
mscK	mscK
mscL	mscL
mscS	mscS
msrA	msrA
msrB	msrB
msrB	msrB
msrC	msrC
msyB	msyB
mtfA	mtfA
mtlADR	mtlA,mtlD,mtlR
mtn-btuF-yadS	mtn,btuF,yadS
yadS	yadS
yadS	yadS
yadS	yadS
mtr	mtr
mtr	mtr
mug	mug
murB-birA	murB,birA
murJ	murJ
murQP	murQ,murP
murQP	murQ,murP
murQP-yfeW	murQ,murP,yfeW
murR	murR
mutH	mutH
mutH	mutH
mutS	mutS
mutY-yggX	mutY,yggX
mutY-yggX	mutY,yggX
mutY-yggX-mltC	mutY,yggX,mltC
mutY-yggX-mltC	mutY,yggX,mltC
mutY-yggX-mltC-nupG	mutY,yggX,mltC,nupG
mutY-yggX-mltC-nupG	mutY,yggX,mltC,nupG
nupG	nupG
yggX	yggX
yggX-mltC	yggX,mltC
yggX-mltC-nupG	yggX,mltC,nupG
nac	nac
nadA-pnuC	nadA,pnuC
nadB	nadB
nadC	nadC
nadE	nadE
nadK	nadK
nagA	nagA
nagBAC-umpH	nagB,nagA,nagC,umpH
nagC	nagC
nagC	nagC
umpH	umpH
nagE	nagE
nagK-cobB	nagK,cobB
nanA	nanA
nanATEK-yhcH	nanA,nanT,nanE,nanK,yhcH
yhcH	yhcH
nanC	nanC
nanCM	nanC,nanM
nanCMS	nanC,nanM,nanS
nanS	nanS
nanR	nanR
nanR	nanR
ccmABCDEFGH	ccmA,ccmB,ccmC,ccmD,ccmE,ccmF,ccmG,ccmH
ccmH	ccmH
napFDAGHBC	napF,napD,napA,napG,napH,napB,napC
napFDAGHBC-ccmABCDEFGH	napF,napD,napA,napG,napH,napB,napC,ccmA,ccmB,ccmC,ccmD,ccmE,ccmF,ccmG,ccmH
napFDAGHBC-ccmABCDEFGH	napF,napD,napA,napG,napH,napB,napC,ccmA,ccmB,ccmC,ccmD,ccmE,ccmF,ccmG,ccmH
narGHJI	narG,narH,narJ,narI
narK	narK
narK	narK
narP	narP
narQ	narQ
narU	narU
narU	narU
narXL	narX,narL
narWV	narW,narV
narZYWV	narZ,narY,narW,narV
ndh	ndh
ndk	ndk
gloA	gloA
nemA	nemA
nemR	nemR
nemRA	nemR,nemA
nemRA-gloA	nemR,nemA,gloA
nepI	nepI
nfo	nfo
nfrBA	nfrB,nfrA
nfsB	nfsB
nhaAR	nhaA,nhaR
nhaAR	nhaA,nhaR
nhaR	nhaR
nhaB	nhaB
nhoA	nhoA
nikABCDER	nikA,nikB,nikC,nikD,nikE,nikR
nikABCDER	nikA,nikB,nikC,nikD,nikE,nikR
nikR	nikR
cysG	cysG
cysG	cysG
nirBDC-cysG	nirB,nirD,nirC,cysG
nlpA	nlpA
nlpC	nlpC
nlpC	nlpC
nlpD-rpoS	nlpD,rpoS
nlpD-rpoS	nlpD,rpoS
rpoS	rpoS
rpoS	rpoS
rpoS	rpoS
rpoS	rpoS
rpoS	rpoS
nlpI	nlpI
nmpC	nmpC
nohA-ydfN-tfaQ	nohA,ydfN,tfaQ
tfaQ	tfaQ
nohB	nohB
norR	norR
norR	norR
norVW	norV,norW
nrdAB-yfaE	nrdA,nrdB,yfaE
yfaE	yfaE
yfaE	yfaE
nrdDG	nrdD,nrdG
nrdG	nrdG
nrdHIEF	nrdH,nrdI,nrdE,nrdF
nrdR-ribDE-nusB-thiL-pgpA	nrdR,ribD,ribE,nusB,thiL,pgpA
ribE-nusB-thiL-pgpA	ribE,nusB,thiL,pgpA
nrfABCDEFG	nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG
nsrR-rnr-rlmB-yjfI	nsrR,rnr,rlmB,yjfI
yjfIJ	yjfI,yjfJ
nudB-yebC-ruvC	nudB,yebC,ruvC
ruvC	ruvC
yebC-ruvC	yebC,ruvC
nudC-hemE-nfi	nudC,hemE,nfi
nudC-hemE-nfi	nudC,hemE,nfi
nudE	nudE
nudE	nudE
nudE	nudE
nudE	nudE
nudF-yqiB-cpdA-yqiA-parE	nudF,yqiB,cpdA,yqiA,parE
nudG	nudG
nudI	nudI
nudK	nudK
nuoABCEFGHIJKLMN	nuoA,nuoB,nuoC,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN
nuoABCEFGHIJKLMN	nuoA,nuoB,nuoC,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN
nuoMN	nuoM,nuoN
nuoN	nuoN
nupC	nupC
nupX	nupX
ogrK	ogrK
ohsC	ohsC
ompA	ompA
ompA	ompA
ompC	ompC
ompC	ompC
ompC	ompC
ompF	ompF
ompG	ompG
ompL	ompL
ompR-envZ	ompR,envZ
ompR-envZ	ompR,envZ
ompR-envZ	ompR,envZ
ompR-envZ	ompR,envZ
ompW	ompW
ompX	ompX
ompX	ompX
omrA	omrA
omrB	omrB
opgB	opgB
opgC	opgC
opgD	opgD
opgD	opgD
opgD	opgD
opgD	opgD
opgE	opgE
opgGH	opgG,opgH
opgGH	opgG,opgH
oppABCDF	oppA,oppB,oppC,oppD,oppF
orn	orn
osmB	osmB
osmB	osmB
osmC	osmC
osmC	osmC
osmE	osmE
osmF-yehYXW	osmF,yehY,yehX,yehW
osmF-yehYXW	osmF,yehY,yehX,yehW
osmY	osmY
otsA	otsA
otsBA	otsB,otsA
otsBA	otsB,otsA
oxyR	oxyR
oxyS	oxyS
paaABCDEFGHIJK	paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK
paaXY	paaX,paaY
paaZ	paaZ
pabB-nudL	pabB,nudL
pabB-nudL	pabB,nudL
pabC-yceG-tmk-holB-ycfH	pabC,yceG,tmk,holB,ycfH
pabC-yceG-tmk-holB-ycfH	pabC,yceG,tmk,holB,ycfH
pabC-yceG-tmk-holB-ycfH	pabC,yceG,tmk,holB,ycfH
pagP	pagP
panBC	panB,panC
panC	panC
panC	panC
panD	panD
panE-yajL	panE,yajL
yajL	yajL
panZ	panZ
panZ	panZ
paoABCD	paoA,paoB,paoC,paoD
parC	parC
patA	patA
pbl	pbl
pbpG	pbpG
pbpG	pbpG
pck	pck
pcnB-folK	pcnB,folK
pcnB-folK	pcnB,folK
pcnB-folK	pcnB,folK
pcnB-folK	pcnB,folK
aceEF	aceE,aceF
lpd	lpd
pdhR-aceEF-lpd	pdhR,aceE,aceF,lpd
dedA	dedA
pdxB-usg-truA-dedA	pdxB,usg,truA,dedA
usg-truA-dedA	usg,truA,dedA
pdxH-tyrS-pdxY	pdxH,tyrS,pdxY
pdxY	pdxY
tyrS-pdxY	tyrS,pdxY
tyrS-pdxY	tyrS,pdxY
pdxK	pdxK
pepA	pepA
pepA	pepA
pepA	pepA
pepB	pepB
pepD	pepD
pepD	pepD
pepD	pepD
pepE	pepE
pepN	pepN
pepQ-yigZ-trkH-hemG	pepQ,yigZ,trkH,hemG
pepT	pepT
perR	perR
pfkA	pfkA
pfkA	pfkA
pfkB	pfkB
pfkB	pfkB
pflA	pflA
pflDC	pflD,pflC
pflDC	pflD,pflC
pflDC	pflD,pflC
pgaABCD	pgaA,pgaB,pgaC,pgaD
pgi	pgi
pgl	pgl
pgpB	pgpB
pgpB	pgpB
pgpB	pgpB
pgpB	pgpB
pgpB	pgpB
pgpB	pgpB
pgpC-tadA	pgpC,tadA
pgrR	pgrR
pgsA	pgsA
pheLA	pheL,pheA
pheP	pheP
pheU	pheU
pheV	pheV
phnCDE_1E_2FGHIJKLMNOP	phnC,phnD,phnE_1,phnE_2,phnF,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnN,phnO,phnP
phnLMNOP	phnL,phnM,phnN,phnO,phnP
phoA-psiF	phoA,psiF
phoBR	phoB,phoR
phoE	phoE
phoH	phoH
phoH	phoH
phoPQ	phoP,phoQ
phoPQ	phoP,phoQ
phoPQ	phoP,phoQ
phoQ	phoQ
pinE	pinE
pinE	pinE
pinH	pinH
pinQ	pinQ
pinR	pinR
pitA	pitA
pitB	pitB
plaP	plaP
pldA	pldA
pldB-yigL	pldB,yigL
pldB-yigL	pldB,yigL
pliG	pliG
plsB	plsB
plsB	plsB
plsC	plsC
pmbA	pmbA
pmrD	pmrD
pmrD	pmrD
pncB	pncB
pncC	pncC
pntAB	pntA,pntB
pntB	pntB
polA	polA
polB	polB
potABCD	potA,potB,potC,potD
potD	potD
potD	potD
potFGHI	potF,potG,potH,potI
potFGHI	potF,potG,potH,potI
ltaE-ybjT	ltaE,ybjT
poxB	poxB
poxB-ltaE-ybjT	poxB,ltaE,ybjT
ppa	ppa
ppc	ppc
ppdAB-ygdB-ppdC-recC	ppdA,ppdB,ygdB,ppdC,recC
recC	recC
ppdD-hofBC	ppdD,hofB,hofC
pphA	pphA
pphB	pphB
ppiA	ppiA
ppiA	ppiA
ppiA	ppiA
ppiA	ppiA
ppiB-lpxH	ppiB,lpxH
ppiC	ppiC
ppiD	ppiD
ppiD	ppiD
ppk-ppx	ppk,ppx
ppk-ppx	ppk,ppx
ppk-ppx	ppk,ppx
pppA	pppA
ppsA	ppsA
ppsR	ppsR
ppsR	ppsR
ppsR	ppsR
pptA	pptA
pptA	pptA
pqiAB	pqiA,pqiB
pqiAB	pqiA,pqiB
pqqL	pqqL
preTA	preT,preA
prfC	prfC
prfC	prfC
priA	priA
priC-ybaM	priC,ybaM
ybaM	ybaM
prkB	prkB
prlC-rsmJ	prlC,rsmJ
prlF-yhaV	prlF,yhaV
prmB-aroC-mepA-yfcA-epmC-yfcL	prmB,aroC,mepA,yfcA,epmC,yfcL
yfcL	yfcL
proBA	proB,proA
proBA	proB,proA
proC	proC
proK	proK
proL	proL
proP	proP
proP	proP
prc	prc
proQ-prc	proQ,prc
proS	proS
proVWX	proV,proW,proX
proVWX	proV,proW,proX
proVWX	proV,proW,proX
prpBCDE	prpB,prpC,prpD,prpE
prpR	prpR
psd-mscM	psd,mscM
psiE	psiE
pspABCDE	pspA,pspB,pspC,pspD,pspE
pspBCDE	pspB,pspC,pspD,pspE
pspE	pspE
pspF	pspF
pspF	pspF
pspF	pspF
pspG	pspG
psrO	psrO
pssA	pssA
pssA	pssA
phoU	phoU
phoU	phoU
pstB-phoU	pstB,phoU
pstB-phoU	pstB,phoU
pstCAB-phoU	pstC,pstA,pstB,phoU
pstS	pstS
pstSCA	pstS,pstC,pstA
pstSCAB-phoU	pstS,pstC,pstA,pstB,phoU
psuG	psuG
psuKG	psuK,psuG
psuT	psuT
pth-ychF	pth,ychF
ychF	ychF
ptrA	ptrA
ptrA-recBD	ptrA,recB,recD
ptrB	ptrB
gldA	gldA
ptsA-fsaB-gldA	ptsA,fsaB,gldA
ptsG	ptsG
ptsG	ptsG
crr	crr
crr	crr
ptsHI-crr	ptsH,ptsI,crr
ptsHI-crr	ptsH,ptsI,crr
ptsHI-crr	ptsH,ptsI,crr
ptsHI-crr	ptsH,ptsI,crr
ptsHI-crr	ptsH,ptsI,crr
purA	purA
purC	purC
purEK	purE,purK
purD	purD
purHD	purH,purD
purL	purL
purMN	purM,purN
purR	purR
purT	purT
purT	purT
purU	purU
purU	purU
purU	purU
putA	putA
putP	putP
putP	putP
putP	putP
putP	putP
putP	putP
puuAP	puuA,puuP
puuP	puuP
puuCBE	puuC,puuB,puuE
puuDRCBE	puuD,puuR,puuC,puuB,puuE
pykA	pykA
pykA	pykA
pykF	pykF
pykF	pykF
pykF	pykF
pykF	pykF
pyrC	pyrC
pyrD	pyrD
eno	eno
eno	eno
eno	eno
eno	eno
eno	eno
eno	eno
pyrG-eno	pyrG,eno
pyrG-eno	pyrG,eno
pyrG-eno	pyrG,eno
pyrH	pyrH
pyrLBI	pyrL,pyrB,pyrI
pyrLBI	pyrL,pyrB,pyrI
qmcA-ybbJ	qmcA,ybbJ
ybbJ	ybbJ
qor	qor
qseBC	qseB,qseC
qseBC	qseB,qseC
queA	queA
queC	queC
queD	queD
queE	queE
queF	queF
queG	queG
racC	racC
racC	racC
racR	racR
racR	racR
racR	racR
raiA	raiA
rarD	rarD
rarD	rarD
rarD	rarD
rarD	rarD
rarD	rarD
ratAB	ratA,ratB
ravA-viaA	ravA,viaA
rayT	rayT
rayT	rayT
rbn	rbn
rbsDACBKR	rbsD,rbsA,rbsC,rbsB,rbsK,rbsR
rcdA	rcdA
rclA	rclA
rclA	rclA
rclABC	rclA,rclB,rclC
rclBC	rclB,rclC
rclC	rclC
rclC	rclC
rclC	rclC
rclC	rclC
rclC	rclC
rclR	rclR
rclR	rclR
rcnAB	rcnA,rcnB
rcnB	rcnB
rcnR	rcnR
rcsA	rcsA
rcsC	rcsC
rcsC	rcsC
rcsB	rcsB
rcsB	rcsB
rcsDB	rcsD,rcsB
rcsF-yaeB	rcsF,yaeB
rdgC	rdgC
rdlA	rdlA
rdlB	rdlB
rdlC	rdlC
rdlD	rdlD
dsbA	dsbA
rdoA-dsbA	rdoA,dsbA
recA	recA
recAX	recA,recX
intR	intR
recET-lar-rcbA-ydaQ-intR	recE,recT,lar,rcbA,ydaQ,intR
recN	recN
recQ	recQ
recQ	recQ
mazEFG	mazE,mazF,mazG
mazEFG	mazE,mazF,mazG
mazG	mazG
relA-mazEF	relA,mazE,mazF
relA-mazEF	relA,mazE,mazF
hokD	hokD
relBE	relB,relE
relBE-hokD	relB,relE,hokD
rem	rem
rem	rem
emrE	emrE
renD-emrE	renD,emrE
rep	rep
rfaD-waaFCL	rfaD,waaF,waaC,waaL
rfaD-waaFCL	rfaD,waaF,waaC,waaL
rfaD-waaFCL	rfaD,waaF,waaC,waaL
rfaD-waaFCL	rfaD,waaF,waaC,waaL
rfaE	rfaE
rfaH	rfaH
rfaH	rfaH
rfbACX	rfbA,rfbC,rfbX
rfbBDACX	rfbB,rfbD,rfbA,rfbC,rfbX
rfbX	rfbX
rfbX	rfbX
rfbX	rfbX
rfbX	rfbX
